alpha,MAE_val
0.001,15.911946428393247
0.01,15.91194813557652
0.1,15.91196520755437
1.0,15.912136097395138
5.0,15.91290476890045
10.0,15.913869872367803
50.0,15.922279833146844
100.0,15.934268161849813
200.0,15.961727034764845
500.0,16.057691699538058
