alpha,MAE_val
500.0,15.484666748517508
200.0,16.68724992216192
100.0,17.572301305965738
50.0,18.2477697462121
10.0,19.00944321973463
5.0,19.127371632534476
1.0,19.228179777789972
0.1,19.2527680045322
0.01,19.256253568301712
0.001,19.256957759047783
