fecha_hora,hora,origen,p10,p50,p90
2027-01-01 00:00:00,0,simulado,8.82,87.00,128.21
2027-01-01 01:00:00,1,simulado,0.75,78.44,118.10
2027-01-01 02:00:00,2,simulado,-0.78,74.18,113.91
2027-01-01 03:00:00,3,simulado,-0.69,71.57,112.74
2027-01-01 04:00:00,4,simulado,-0.72,70.30,111.21
2027-01-01 05:00:00,5,simulado,-0.60,72.74,111.67
2027-01-01 06:00:00,6,simulado,2.68,82.50,131.41
2027-01-01 07:00:00,7,simulado,28.07,94.01,147.22
2027-01-01 08:00:00,8,simulado,35.45,108.43,178.00
2027-01-01 09:00:00,9,simulado,29.21,97.78,150.41
2027-01-01 10:00:00,10,simulado,7.32,89.79,128.42
2027-01-01 11:00:00,11,simulado,-0.67,80.61,121.51
2027-01-01 12:00:00,12,simulado,-1.96,76.04,121.53
2027-01-01 13:00:00,13,simulado,-2.76,72.45,115.16
2027-01-01 14:00:00,14,simulado,-2.49,73.77,111.27
2027-01-01 15:00:00,15,simulado,-0.59,80.97,115.76
2027-01-01 16:00:00,16,simulado,10.10,88.16,130.84
2027-01-01 17:00:00,17,simulado,26.25,109.77,145.81
2027-01-01 18:00:00,18,simulado,49.86,120.69,172.43
2027-01-01 19:00:00,19,simulado,75.41,122.51,177.61
2027-01-01 20:00:00,20,simulado,84.43,123.88,161.13
2027-01-01 21:00:00,21,simulado,67.11,117.17,150.78
2027-01-01 22:00:00,22,simulado,31.68,104.48,145.46
2027-01-01 23:00:00,23,simulado,9.65,94.27,133.31
2027-01-02 00:00:00,0,simulado,17.83,93.44,131.56
2027-01-02 01:00:00,1,simulado,12.12,74.49,122.70
2027-01-02 02:00:00,2,simulado,1.30,72.63,119.06
2027-01-02 03:00:00,3,simulado,-0.40,71.64,117.10
2027-01-02 04:00:00,4,simulado,-0.40,69.68,114.95
2027-01-02 05:00:00,5,simulado,-0.40,71.03,115.53
2027-01-02 06:00:00,6,simulado,-0.40,72.34,116.18
2027-01-02 07:00:00,7,simulado,-0.40,75.58,119.36
2027-01-02 08:00:00,8,simulado,-0.22,81.55,122.72
2027-01-02 09:00:00,9,simulado,-0.40,73.28,121.25
2027-01-02 10:00:00,10,simulado,-2.76,51.33,114.06
2027-01-02 11:00:00,11,simulado,-3.90,49.62,105.84
2027-01-02 12:00:00,12,simulado,-4.18,46.03,109.66
2027-01-02 13:00:00,13,simulado,-4.22,48.64,107.80
2027-01-02 14:00:00,14,simulado,-4.22,50.71,109.86
2027-01-02 15:00:00,15,simulado,-4.22,53.79,109.66
2027-01-02 16:00:00,16,simulado,-3.65,58.54,116.67
2027-01-02 17:00:00,17,simulado,-0.65,85.57,136.48
2027-01-02 18:00:00,18,simulado,23.14,99.92,156.92
2027-01-02 19:00:00,19,simulado,26.27,98.88,154.48
2027-01-02 20:00:00,20,simulado,32.04,95.64,152.91
2027-01-02 21:00:00,21,simulado,32.04,94.78,151.67
2027-01-02 22:00:00,22,simulado,20.86,88.89,139.53
2027-01-02 23:00:00,23,simulado,16.84,76.89,129.22
2027-01-03 00:00:00,0,simulado,17.83,88.95,130.81
2027-01-03 01:00:00,1,simulado,12.12,67.14,121.56
2027-01-03 02:00:00,2,simulado,1.30,61.23,119.06
2027-01-03 03:00:00,3,simulado,-0.40,55.66,117.10
2027-01-03 04:00:00,4,simulado,-0.40,50.70,112.94
2027-01-03 05:00:00,5,simulado,-0.40,49.96,115.53
2027-01-03 06:00:00,6,simulado,-0.40,58.68,115.80
2027-01-03 07:00:00,7,simulado,-0.40,66.17,119.36
2027-01-03 08:00:00,8,simulado,-0.22,76.66,124.95
2027-01-03 09:00:00,9,simulado,-0.40,79.62,124.97
2027-01-03 10:00:00,10,simulado,-2.76,60.80,115.18
2027-01-03 11:00:00,11,simulado,-3.90,46.18,98.78
2027-01-03 12:00:00,12,simulado,-4.18,43.81,99.75
2027-01-03 13:00:00,13,simulado,-4.22,39.77,101.48
2027-01-03 14:00:00,14,simulado,-4.22,41.51,102.05
2027-01-03 15:00:00,15,simulado,-4.22,48.81,104.79
2027-01-03 16:00:00,16,simulado,-3.65,67.10,115.78
2027-01-03 17:00:00,17,simulado,-0.65,89.01,136.48
2027-01-03 18:00:00,18,simulado,23.14,100.28,156.92
2027-01-03 19:00:00,19,simulado,26.27,98.15,154.48
2027-01-03 20:00:00,20,simulado,32.04,95.00,152.91
2027-01-03 21:00:00,21,simulado,32.04,94.78,151.67
2027-01-03 22:00:00,22,simulado,20.86,87.64,139.53
2027-01-03 23:00:00,23,simulado,16.84,81.83,126.03
2027-01-04 00:00:00,0,simulado,-0.37,82.09,120.74
2027-01-04 01:00:00,1,simulado,-0.65,75.77,117.06
2027-01-04 02:00:00,2,simulado,-2.22,68.74,113.94
2027-01-04 03:00:00,3,simulado,-1.10,65.37,112.69
2027-01-04 04:00:00,4,simulado,-1.10,65.50,110.93
2027-01-04 05:00:00,5,simulado,-0.85,67.21,113.78
2027-01-04 06:00:00,6,simulado,2.73,78.29,131.41
2027-01-04 07:00:00,7,simulado,28.14,93.29,147.20
2027-01-04 08:00:00,8,simulado,53.45,102.27,178.00
2027-01-04 09:00:00,9,simulado,31.52,97.69,151.59
2027-01-04 10:00:00,10,simulado,6.55,85.27,134.81
2027-01-04 11:00:00,11,simulado,-2.15,76.78,128.52
2027-01-04 12:00:00,12,simulado,-3.62,72.14,121.74
2027-01-04 13:00:00,13,simulado,-3.61,71.32,118.10
2027-01-04 14:00:00,14,simulado,-3.25,73.11,116.88
2027-01-04 15:00:00,15,simulado,-2.47,76.66,120.50
2027-01-04 16:00:00,16,simulado,3.13,81.49,131.57
2027-01-04 17:00:00,17,simulado,20.88,102.24,144.47
2027-01-04 18:00:00,18,simulado,49.86,113.48,172.43
2027-01-04 19:00:00,19,simulado,75.41,122.51,176.48
2027-01-04 20:00:00,20,simulado,77.70,123.88,156.61
2027-01-04 21:00:00,21,simulado,71.27,117.17,149.86
2027-01-04 22:00:00,22,simulado,31.68,104.17,142.81
2027-01-04 23:00:00,23,simulado,22.31,93.16,133.31
2027-01-05 00:00:00,0,simulado,7.79,91.42,120.74
2027-01-05 01:00:00,1,simulado,-0.63,79.57,116.21
2027-01-05 02:00:00,2,simulado,-1.10,78.12,112.33
2027-01-05 03:00:00,3,simulado,-0.81,74.94,108.69
2027-01-05 04:00:00,4,simulado,-1.10,70.32,108.56
2027-01-05 05:00:00,5,simulado,-0.78,73.95,113.73
2027-01-05 06:00:00,6,simulado,7.49,84.61,126.66
2027-01-05 07:00:00,7,simulado,28.30,101.42,144.45
2027-01-05 08:00:00,8,simulado,53.45,112.13,178.00
2027-01-05 09:00:00,9,simulado,39.79,101.38,151.76
2027-01-05 10:00:00,10,simulado,29.87,90.93,140.65
2027-01-05 11:00:00,11,simulado,18.25,83.11,132.99
2027-01-05 12:00:00,12,simulado,8.51,76.40,128.49
2027-01-05 13:00:00,13,simulado,0.02,73.00,120.83
2027-01-05 14:00:00,14,simulado,-0.70,74.26,116.88
2027-01-05 15:00:00,15,simulado,-0.24,81.12,120.50
2027-01-05 16:00:00,16,simulado,10.10,91.65,131.57
2027-01-05 17:00:00,17,simulado,28.30,109.31,145.48
2027-01-05 18:00:00,18,simulado,48.57,119.74,172.43
2027-01-05 19:00:00,19,simulado,73.72,122.51,177.61
2027-01-05 20:00:00,20,simulado,84.43,130.01,158.05
2027-01-05 21:00:00,21,simulado,71.27,117.46,151.79
2027-01-05 22:00:00,22,simulado,30.81,104.48,142.81
2027-01-05 23:00:00,23,simulado,22.31,94.27,133.31
2027-01-06 00:00:00,0,simulado,-0.37,82.09,121.49
2027-01-06 01:00:00,1,simulado,-0.78,75.47,117.17
2027-01-06 02:00:00,2,simulado,-2.22,67.54,113.91
2027-01-06 03:00:00,3,simulado,-0.81,65.37,108.69
2027-01-06 04:00:00,4,simulado,-1.76,65.50,108.56
2027-01-06 05:00:00,5,simulado,-0.78,69.97,111.88
2027-01-06 06:00:00,6,simulado,2.22,82.50,126.66
2027-01-06 07:00:00,7,simulado,20.54,94.01,147.20
2027-01-06 08:00:00,8,simulado,44.93,108.43,178.00
2027-01-06 09:00:00,9,simulado,31.29,98.35,150.53
2027-01-06 10:00:00,10,simulado,20.99,89.79,129.62
2027-01-06 11:00:00,11,simulado,13.94,79.17,121.51
2027-01-06 12:00:00,12,simulado,7.46,75.74,121.53
2027-01-06 13:00:00,13,simulado,-0.26,71.32,116.24
2027-01-06 14:00:00,14,simulado,-0.88,73.44,116.88
2027-01-06 15:00:00,15,simulado,-0.59,80.97,119.38
2027-01-06 16:00:00,16,simulado,3.13,91.65,131.57
2027-01-06 17:00:00,17,simulado,20.88,110.23,145.48
2027-01-06 18:00:00,18,simulado,48.57,118.80,181.11
2027-01-06 19:00:00,19,simulado,73.72,119.85,178.09
2027-01-06 20:00:00,20,simulado,77.70,121.72,161.13
2027-01-06 21:00:00,21,simulado,67.11,115.48,150.78
2027-01-06 22:00:00,22,simulado,30.81,105.86,145.01
2027-01-06 23:00:00,23,simulado,20.52,94.68,133.31
2027-01-07 00:00:00,0,simulado,8.82,84.00,120.11
2027-01-07 01:00:00,1,simulado,0.75,75.80,115.11
2027-01-07 02:00:00,2,simulado,-0.62,71.82,110.37
2027-01-07 03:00:00,3,simulado,-0.78,68.76,107.90
2027-01-07 04:00:00,4,simulado,-1.06,68.19,107.89
2027-01-07 05:00:00,5,simulado,1.06,73.30,113.73
2027-01-07 06:00:00,6,simulado,6.38,84.61,126.66
2027-01-07 07:00:00,7,simulado,28.28,101.42,144.45
2027-01-07 08:00:00,8,simulado,44.93,110.93,171.81
2027-01-07 09:00:00,9,simulado,31.52,101.38,151.57
2027-01-07 10:00:00,10,simulado,7.04,92.34,134.81
2027-01-07 11:00:00,11,simulado,-0.82,84.77,128.52
2027-01-07 12:00:00,12,simulado,-2.13,80.34,121.74
2027-01-07 13:00:00,13,simulado,-2.85,74.36,118.10
2027-01-07 14:00:00,14,simulado,-3.25,74.56,116.88
2027-01-07 15:00:00,15,simulado,-2.47,81.12,119.25
2027-01-07 16:00:00,16,simulado,9.15,91.65,131.57
2027-01-07 17:00:00,17,simulado,25.71,109.31,145.48
2027-01-07 18:00:00,18,simulado,49.86,118.80,181.11
2027-01-07 19:00:00,19,simulado,75.41,119.85,177.61
2027-01-07 20:00:00,20,simulado,77.70,122.80,156.45
2027-01-07 21:00:00,21,simulado,67.11,116.82,149.95
2027-01-07 22:00:00,22,simulado,31.68,104.48,142.43
2027-01-07 23:00:00,23,simulado,20.52,93.13,132.87
2027-01-08 00:00:00,0,simulado,-0.39,84.00,120.74
2027-01-08 01:00:00,1,simulado,-1.34,75.80,117.06
2027-01-08 02:00:00,2,simulado,-2.56,67.54,114.25
2027-01-08 03:00:00,3,simulado,-1.23,65.37,112.69
2027-01-08 04:00:00,4,simulado,-1.76,65.50,111.02
2027-01-08 05:00:00,5,simulado,-0.85,67.21,113.78
2027-01-08 06:00:00,6,simulado,2.22,81.51,131.41
2027-01-08 07:00:00,7,simulado,26.79,94.01,147.34
2027-01-08 08:00:00,8,simulado,35.45,108.43,184.33
2027-01-08 09:00:00,9,simulado,27.65,98.93,151.76
2027-01-08 10:00:00,10,simulado,2.15,89.79,134.81
2027-01-08 11:00:00,11,simulado,-2.17,77.72,128.52
2027-01-08 12:00:00,12,simulado,-3.62,75.45,121.74
2027-01-08 13:00:00,13,simulado,-3.61,72.55,118.10
2027-01-08 14:00:00,14,simulado,-3.25,73.11,111.94
2027-01-08 15:00:00,15,simulado,-2.47,80.97,119.25
2027-01-08 16:00:00,16,simulado,2.74,88.04,130.84
2027-01-08 17:00:00,17,simulado,20.70,110.87,144.47
2027-01-08 18:00:00,18,simulado,48.57,120.69,181.11
2027-01-08 19:00:00,19,simulado,67.46,123.46,178.09
2027-01-08 20:00:00,20,simulado,57.59,121.72,161.13
2027-01-08 21:00:00,21,simulado,45.16,115.48,149.86
2027-01-08 22:00:00,22,simulado,30.81,105.02,143.03
2027-01-08 23:00:00,23,simulado,20.52,94.47,132.87
2027-01-09 00:00:00,0,simulado,37.66,93.44,131.56
2027-01-09 01:00:00,1,simulado,26.40,74.49,122.70
2027-01-09 02:00:00,2,simulado,19.95,72.63,119.06
2027-01-09 03:00:00,3,simulado,15.07,71.64,117.10
2027-01-09 04:00:00,4,simulado,11.34,69.68,114.95
2027-01-09 05:00:00,5,simulado,6.32,71.03,115.53
2027-01-09 06:00:00,6,simulado,5.03,72.34,116.18
2027-01-09 07:00:00,7,simulado,17.43,75.58,119.36
2027-01-09 08:00:00,8,simulado,25.57,84.12,124.95
2027-01-09 09:00:00,9,simulado,22.12,79.79,124.97
2027-01-09 10:00:00,10,simulado,19.77,63.06,115.18
2027-01-09 11:00:00,11,simulado,7.37,53.79,105.84
2027-01-09 12:00:00,12,simulado,-1.30,53.92,109.66
2027-01-09 13:00:00,13,simulado,-1.38,55.92,107.80
2027-01-09 14:00:00,14,simulado,-1.38,57.08,109.86
2027-01-09 15:00:00,15,simulado,-2.52,55.80,109.66
2027-01-09 16:00:00,16,simulado,1.37,69.90,116.67
2027-01-09 17:00:00,17,simulado,19.57,92.93,136.48
2027-01-09 18:00:00,18,simulado,25.51,113.83,156.92
2027-01-09 19:00:00,19,simulado,32.60,120.53,154.48
2027-01-09 20:00:00,20,simulado,33.32,109.67,152.91
2027-01-09 21:00:00,21,simulado,32.93,98.16,151.67
2027-01-09 22:00:00,22,simulado,28.49,97.39,139.53
2027-01-09 23:00:00,23,simulado,17.87,95.07,129.22
2027-01-10 00:00:00,0,simulado,37.66,93.44,131.56
2027-01-10 01:00:00,1,simulado,26.40,74.49,122.70
2027-01-10 02:00:00,2,simulado,19.95,72.63,119.06
2027-01-10 03:00:00,3,simulado,15.07,71.64,117.10
2027-01-10 04:00:00,4,simulado,11.34,69.68,114.95
2027-01-10 05:00:00,5,simulado,6.32,71.03,115.53
2027-01-10 06:00:00,6,simulado,5.03,72.34,116.18
2027-01-10 07:00:00,7,simulado,17.43,75.58,119.36
2027-01-10 08:00:00,8,simulado,25.57,86.69,124.95
2027-01-10 09:00:00,9,simulado,22.12,79.96,124.97
2027-01-10 10:00:00,10,simulado,19.77,65.31,115.18
2027-01-10 11:00:00,11,simulado,7.37,51.70,105.84
2027-01-10 12:00:00,12,simulado,-1.30,49.97,109.66
2027-01-10 13:00:00,13,simulado,-1.38,52.28,107.80
2027-01-10 14:00:00,14,simulado,-1.38,53.90,109.86
2027-01-10 15:00:00,15,simulado,-2.52,54.79,109.66
2027-01-10 16:00:00,16,simulado,1.37,72.70,116.67
2027-01-10 17:00:00,17,simulado,19.57,92.93,136.48
2027-01-10 18:00:00,18,simulado,25.51,107.06,156.92
2027-01-10 19:00:00,19,simulado,32.60,109.70,154.48
2027-01-10 20:00:00,20,simulado,33.32,102.66,152.91
2027-01-10 21:00:00,21,simulado,32.93,96.47,151.67
2027-01-10 22:00:00,22,simulado,28.49,93.14,139.53
2027-01-10 23:00:00,23,simulado,17.87,88.45,129.22
2027-01-11 00:00:00,0,simulado,7.79,90.71,128.21
2027-01-11 01:00:00,1,simulado,-0.63,79.01,118.10
2027-01-11 02:00:00,2,simulado,-0.78,76.00,114.25
2027-01-11 03:00:00,3,simulado,-1.06,72.48,112.69
2027-01-11 04:00:00,4,simulado,-1.76,70.32,111.02
2027-01-11 05:00:00,5,simulado,-0.78,72.74,113.78
2027-01-11 06:00:00,6,simulado,2.73,82.50,133.07
2027-01-11 07:00:00,7,simulado,28.14,94.01,147.34
2027-01-11 08:00:00,8,simulado,35.45,108.43,178.00
2027-01-11 09:00:00,9,simulado,31.52,98.93,151.59
2027-01-11 10:00:00,10,simulado,7.04,90.93,140.65
2027-01-11 11:00:00,11,simulado,-0.82,83.11,132.99
2027-01-11 12:00:00,12,simulado,-2.13,76.40,128.49
2027-01-11 13:00:00,13,simulado,-2.85,73.00,120.83
2027-01-11 14:00:00,14,simulado,-3.25,74.26,117.24
2027-01-11 15:00:00,15,simulado,-2.47,81.12,121.04
2027-01-11 16:00:00,16,simulado,2.74,88.16,131.98
2027-01-11 17:00:00,17,simulado,20.88,109.31,145.48
2027-01-11 18:00:00,18,simulado,48.27,120.69,172.43
2027-01-11 19:00:00,19,simulado,67.46,122.66,177.61
2027-01-11 20:00:00,20,simulado,57.59,123.88,161.13
2027-01-11 21:00:00,21,simulado,45.16,117.46,149.95
2027-01-11 22:00:00,22,simulado,30.78,105.02,145.05
2027-01-11 23:00:00,23,simulado,22.31,94.47,133.31
2027-01-12 00:00:00,0,simulado,7.79,83.35,120.74
2027-01-12 01:00:00,1,simulado,-0.63,75.77,117.06
2027-01-12 02:00:00,2,simulado,-1.10,68.74,113.91
2027-01-12 03:00:00,3,simulado,-0.81,65.66,109.96
2027-01-12 04:00:00,4,simulado,-1.10,65.79,111.02
2027-01-12 05:00:00,5,simulado,-0.78,72.74,113.78
2027-01-12 06:00:00,6,simulado,6.78,83.56,133.07
2027-01-12 07:00:00,7,simulado,28.30,97.72,147.20
2027-01-12 08:00:00,8,simulado,53.45,110.93,178.00
2027-01-12 09:00:00,9,simulado,31.52,98.93,151.57
2027-01-12 10:00:00,10,simulado,22.51,89.79,134.81
2027-01-12 11:00:00,11,simulado,17.98,80.61,128.52
2027-01-12 12:00:00,12,simulado,8.51,76.04,121.74
2027-01-12 13:00:00,13,simulado,0.02,72.64,118.10
2027-01-12 14:00:00,14,simulado,-0.70,73.77,120.45
2027-01-12 15:00:00,15,simulado,-0.24,81.12,125.97
2027-01-12 16:00:00,16,simulado,10.10,87.91,135.62
2027-01-12 17:00:00,17,simulado,28.30,105.16,145.81
2027-01-12 18:00:00,18,simulado,48.57,118.80,172.43
2027-01-12 19:00:00,19,simulado,73.72,122.66,176.48
2027-01-12 20:00:00,20,simulado,77.70,123.88,161.24
2027-01-12 21:00:00,21,simulado,71.27,117.17,150.88
2027-01-12 22:00:00,22,simulado,30.81,104.48,145.01
2027-01-12 23:00:00,23,simulado,20.52,94.27,133.47
2027-01-13 00:00:00,0,simulado,7.79,84.00,120.63
2027-01-13 01:00:00,1,simulado,-0.78,75.80,117.06
2027-01-13 02:00:00,2,simulado,-1.10,69.46,113.91
2027-01-13 03:00:00,3,simulado,-0.78,65.95,108.82
2027-01-13 04:00:00,4,simulado,-1.06,66.08,108.79
2027-01-13 05:00:00,5,simulado,-0.60,72.74,113.78
2027-01-13 06:00:00,6,simulado,2.22,82.50,131.41
2027-01-13 07:00:00,7,simulado,26.79,94.01,147.34
2027-01-13 08:00:00,8,simulado,35.45,110.93,178.63
2027-01-13 09:00:00,9,simulado,29.21,101.38,151.76
2027-01-13 10:00:00,10,simulado,7.32,90.93,134.81
2027-01-13 11:00:00,11,simulado,-0.67,83.11,128.52
2027-01-13 12:00:00,12,simulado,-1.96,76.40,121.74
2027-01-13 13:00:00,13,simulado,-2.76,72.82,118.10
2027-01-13 14:00:00,14,simulado,-2.49,74.26,116.88
2027-01-13 15:00:00,15,simulado,-0.27,81.92,120.50
2027-01-13 16:00:00,16,simulado,10.10,91.65,131.57
2027-01-13 17:00:00,17,simulado,28.10,109.31,145.48
2027-01-13 18:00:00,18,simulado,48.57,118.80,172.43
2027-01-13 19:00:00,19,simulado,67.46,117.18,176.48
2027-01-13 20:00:00,20,simulado,57.59,116.75,158.36
2027-01-13 21:00:00,21,simulado,45.16,110.37,150.88
2027-01-13 22:00:00,22,simulado,30.81,105.57,142.43
2027-01-13 23:00:00,23,simulado,20.52,94.68,133.31
2027-01-14 00:00:00,0,simulado,8.82,90.00,120.74
2027-01-14 01:00:00,1,simulado,0.75,78.44,116.21
2027-01-14 02:00:00,2,simulado,-0.78,68.74,112.15
2027-01-14 03:00:00,3,simulado,-0.81,65.95,108.69
2027-01-14 04:00:00,4,simulado,-1.10,66.08,108.56
2027-01-14 05:00:00,5,simulado,-0.78,73.85,113.73
2027-01-14 06:00:00,6,simulado,2.73,83.56,126.66
2027-01-14 07:00:00,7,simulado,28.14,97.72,144.45
2027-01-14 08:00:00,8,simulado,52.60,108.43,171.81
2027-01-14 09:00:00,9,simulado,31.52,98.93,151.59
2027-01-14 10:00:00,10,simulado,7.32,90.55,140.65
2027-01-14 11:00:00,11,simulado,-2.15,81.86,132.99
2027-01-14 12:00:00,12,simulado,-3.62,76.22,128.49
2027-01-14 13:00:00,13,simulado,-3.61,73.00,120.83
2027-01-14 14:00:00,14,simulado,-2.49,74.01,120.45
2027-01-14 15:00:00,15,simulado,-0.24,81.12,125.97
2027-01-14 16:00:00,16,simulado,10.10,91.65,135.62
2027-01-14 17:00:00,17,simulado,35.73,110.23,148.77
2027-01-14 18:00:00,18,simulado,52.72,121.29,181.11
2027-01-14 19:00:00,19,simulado,78.59,124.13,178.09
2027-01-14 20:00:00,20,simulado,84.83,127.76,161.13
2027-01-14 21:00:00,21,simulado,70.85,117.17,154.71
2027-01-14 22:00:00,22,simulado,33.68,105.02,146.38
2027-01-14 23:00:00,23,simulado,22.31,94.47,134.84
2027-01-15 00:00:00,0,simulado,7.79,90.00,120.74
2027-01-15 01:00:00,1,simulado,-0.65,79.57,117.06
2027-01-15 02:00:00,2,simulado,-1.10,77.83,113.91
2027-01-15 03:00:00,3,simulado,-0.78,73.39,112.69
2027-01-15 04:00:00,4,simulado,-1.06,70.31,111.02
2027-01-15 05:00:00,5,simulado,-0.62,73.95,113.73
2027-01-15 06:00:00,6,simulado,2.22,84.61,131.41
2027-01-15 07:00:00,7,simulado,27.48,101.42,147.20
2027-01-15 08:00:00,8,simulado,35.45,110.93,178.00
2027-01-15 09:00:00,9,simulado,29.21,101.38,151.57
2027-01-15 10:00:00,10,simulado,7.32,90.17,134.81
2027-01-15 11:00:00,11,simulado,-0.67,80.61,128.52
2027-01-15 12:00:00,12,simulado,-1.96,76.04,121.74
2027-01-15 13:00:00,13,simulado,-2.76,73.00,118.10
2027-01-15 14:00:00,14,simulado,-2.49,73.77,111.94
2027-01-15 15:00:00,15,simulado,-0.24,81.12,120.50
2027-01-15 16:00:00,16,simulado,10.07,91.65,130.84
2027-01-15 17:00:00,17,simulado,26.25,109.31,144.47
2027-01-15 18:00:00,18,simulado,37.42,116.14,164.26
2027-01-15 19:00:00,19,simulado,50.50,119.85,176.36
2027-01-15 20:00:00,20,simulado,37.55,123.88,156.61
2027-01-15 21:00:00,21,simulado,34.20,117.17,149.86
2027-01-15 22:00:00,22,simulado,28.30,100.93,142.38
2027-01-15 23:00:00,23,simulado,9.32,94.27,132.87
2027-01-16 00:00:00,0,simulado,37.66,93.44,131.56
2027-01-16 01:00:00,1,simulado,26.40,67.14,122.70
2027-01-16 02:00:00,2,simulado,19.95,61.23,119.06
2027-01-16 03:00:00,3,simulado,15.07,55.66,117.10
2027-01-16 04:00:00,4,simulado,11.34,50.70,114.95
2027-01-16 05:00:00,5,simulado,6.32,49.96,115.53
2027-01-16 06:00:00,6,simulado,5.03,58.68,116.18
2027-01-16 07:00:00,7,simulado,17.43,66.17,119.36
2027-01-16 08:00:00,8,simulado,25.57,76.66,124.95
2027-01-16 09:00:00,9,simulado,22.12,79.62,124.97
2027-01-16 10:00:00,10,simulado,19.77,60.80,115.18
2027-01-16 11:00:00,11,simulado,7.37,46.18,105.84
2027-01-16 12:00:00,12,simulado,-1.30,43.81,109.66
2027-01-16 13:00:00,13,simulado,-1.38,39.77,107.80
2027-01-16 14:00:00,14,simulado,-1.38,41.51,109.86
2027-01-16 15:00:00,15,simulado,-2.52,48.81,109.66
2027-01-16 16:00:00,16,simulado,1.37,67.10,116.67
2027-01-16 17:00:00,17,simulado,19.57,89.01,136.48
2027-01-16 18:00:00,18,simulado,23.14,113.83,156.92
2027-01-16 19:00:00,19,simulado,26.27,120.53,154.48
2027-01-16 20:00:00,20,simulado,32.04,109.67,152.91
2027-01-16 21:00:00,21,simulado,32.04,98.16,147.76
2027-01-16 22:00:00,22,simulado,20.86,97.39,139.53
2027-01-16 23:00:00,23,simulado,16.84,95.07,129.22
2027-01-17 00:00:00,0,simulado,35.68,88.95,131.56
2027-01-17 01:00:00,1,simulado,24.97,74.49,122.70
2027-01-17 02:00:00,2,simulado,18.08,72.63,119.06
2027-01-17 03:00:00,3,simulado,13.52,71.64,117.10
2027-01-17 04:00:00,4,simulado,10.17,69.68,114.95
2027-01-17 05:00:00,5,simulado,5.64,71.03,115.53
2027-01-17 06:00:00,6,simulado,4.49,72.34,116.18
2027-01-17 07:00:00,7,simulado,15.64,75.58,119.36
2027-01-17 08:00:00,8,simulado,22.99,81.55,124.95
2027-01-17 09:00:00,9,simulado,19.86,79.62,124.97
2027-01-17 10:00:00,10,simulado,17.52,60.80,115.18
2027-01-17 11:00:00,11,simulado,6.24,49.62,105.84
2027-01-17 12:00:00,12,simulado,-1.59,46.03,109.66
2027-01-17 13:00:00,13,simulado,-1.67,48.64,107.80
2027-01-17 14:00:00,14,simulado,-1.67,50.71,109.86
2027-01-17 15:00:00,15,simulado,-2.69,53.79,109.66
2027-01-17 16:00:00,16,simulado,0.87,67.10,116.67
2027-01-17 17:00:00,17,simulado,17.54,89.01,136.48
2027-01-17 18:00:00,18,simulado,23.14,100.28,156.92
2027-01-17 19:00:00,19,simulado,26.27,98.88,154.48
2027-01-17 20:00:00,20,simulado,32.04,95.64,152.91
2027-01-17 21:00:00,21,simulado,32.04,94.78,147.76
2027-01-17 22:00:00,22,simulado,20.86,88.89,139.53
2027-01-17 23:00:00,23,simulado,16.84,81.83,129.22
2027-01-18 00:00:00,0,simulado,7.79,83.35,120.61
2027-01-18 01:00:00,1,simulado,-0.78,75.77,116.21
2027-01-18 02:00:00,2,simulado,-0.81,69.46,112.15
2027-01-18 03:00:00,3,simulado,-0.78,65.66,109.96
2027-01-18 04:00:00,4,simulado,-1.16,65.79,110.93
2027-01-18 05:00:00,5,simulado,-0.78,72.74,113.73
2027-01-18 06:00:00,6,simulado,2.73,82.50,126.66
2027-01-18 07:00:00,7,simulado,28.14,94.01,147.20
2027-01-18 08:00:00,8,simulado,44.93,108.43,178.00
2027-01-18 09:00:00,9,simulado,39.79,98.93,151.76
2027-01-18 10:00:00,10,simulado,22.51,90.93,129.62
2027-01-18 11:00:00,11,simulado,15.57,83.11,121.51
2027-01-18 12:00:00,12,simulado,8.51,76.40,121.53
2027-01-18 13:00:00,13,simulado,0.02,72.82,116.24
2027-01-18 14:00:00,14,simulado,-0.70,74.26,111.20
2027-01-18 15:00:00,15,simulado,-0.27,81.12,115.37
2027-01-18 16:00:00,16,simulado,9.82,91.65,130.84
2027-01-18 17:00:00,17,simulado,28.10,110.23,144.45
2027-01-18 18:00:00,18,simulado,48.57,120.69,173.30
2027-01-18 19:00:00,19,simulado,73.72,122.66,177.61
2027-01-18 20:00:00,20,simulado,77.70,121.72,161.13
2027-01-18 21:00:00,21,simulado,67.11,115.48,150.78
2027-01-18 22:00:00,22,simulado,30.81,104.48,145.01
2027-01-18 23:00:00,23,simulado,22.13,94.27,132.87
2027-01-19 00:00:00,0,simulado,8.71,91.42,120.74
2027-01-19 01:00:00,1,simulado,0.62,78.44,116.21
2027-01-19 02:00:00,2,simulado,-0.81,74.18,113.91
2027-01-19 03:00:00,3,simulado,-0.68,71.57,109.96
2027-01-19 04:00:00,4,simulado,-0.68,70.32,110.93
2027-01-19 05:00:00,5,simulado,1.06,73.95,113.73
2027-01-19 06:00:00,6,simulado,6.38,88.72,131.41
2027-01-19 07:00:00,7,simulado,28.28,106.20,147.20
2027-01-19 08:00:00,8,simulado,53.45,110.93,158.49
2027-01-19 09:00:00,9,simulado,38.96,101.38,151.57
2027-01-19 10:00:00,10,simulado,7.32,93.75,140.65
2027-01-19 11:00:00,11,simulado,-0.67,86.43,132.99
2027-01-19 12:00:00,12,simulado,-1.96,84.28,128.49
