fecha_hora,hora,p10,p50,p90,origen
2035-06-21 10:00:00,10,-0.97,0.00,2.05,fundamental
2035-06-21 11:00:00,11,-2.01,-0.01,1.08,fundamental
2035-06-21 12:00:00,12,-2.08,0.00,1.05,fundamental
2035-06-21 13:00:00,13,-2.10,-0.01,0.94,fundamental
2035-06-21 14:00:00,14,-1.87,0.00,1.03,fundamental
2035-06-21 15:00:00,15,-1.83,0.00,1.44,fundamental
2035-06-21 16:00:00,16,-1.01,0.00,3.49,fundamental
2035-06-21 17:00:00,17,-0.55,5.65,43.15,fundamental
2035-06-21 18:00:00,18,4.31,47.75,95.84,fundamental
2035-06-21 19:00:00,19,17.34,97.81,163.68,fundamental
2035-06-21 20:00:00,20,32.91,122.43,194.87,fundamental
2035-06-21 21:00:00,21,31.73,131.14,229.48,fundamental
2035-06-21 22:00:00,22,36.89,128.43,214.82,fundamental
2035-06-21 23:00:00,23,36.10,122.37,211.45,fundamental
2035-06-22 00:00:00,0,27.45,115.37,200.47,fundamental
2035-06-22 01:00:00,1,20.89,102.89,176.51,fundamental
2035-06-22 02:00:00,2,21.62,97.40,171.50,fundamental
2035-06-22 03:00:00,3,22.18,100.65,175.28,fundamental
2035-06-22 04:00:00,4,19.81,99.29,180.64,fundamental
2035-06-22 05:00:00,5,15.62,96.55,172.91,fundamental
2035-06-22 06:00:00,6,20.56,90.45,156.70,fundamental
2035-06-22 07:00:00,7,14.11,61.10,108.59,fundamental
2035-06-22 08:00:00,8,-0.00,25.23,54.84,fundamental
2035-06-22 09:00:00,9,-0.80,0.83,6.43,fundamental
2035-06-22 10:00:00,10,-1.88,0.00,1.87,fundamental
2035-06-22 11:00:00,11,-1.88,0.00,1.25,fundamental
2035-06-22 12:00:00,12,-2.10,0.00,0.97,fundamental
2035-06-22 13:00:00,13,-2.00,0.00,0.95,fundamental
2035-06-22 14:00:00,14,-1.81,-0.01,1.28,fundamental
2035-06-22 15:00:00,15,-1.54,0.00,1.72,fundamental
2035-06-22 16:00:00,16,-1.24,0.00,4.24,fundamental
2035-06-22 17:00:00,17,-0.04,16.48,41.02,fundamental
2035-06-22 18:00:00,18,11.48,56.77,95.95,fundamental
2035-06-22 19:00:00,19,20.58,102.70,178.31,fundamental
2035-06-22 20:00:00,20,25.40,119.84,222.99,fundamental
2035-06-22 21:00:00,21,35.27,131.03,230.41,fundamental
2035-06-22 22:00:00,22,39.80,129.51,235.43,fundamental
2035-06-22 23:00:00,23,24.03,121.35,212.40,fundamental
2035-06-23 00:00:00,0,23.31,112.57,192.95,fundamental
2035-06-23 01:00:00,1,20.76,99.78,180.62,fundamental
2035-06-23 02:00:00,2,20.26,92.70,180.91,fundamental
2035-06-23 03:00:00,3,14.94,92.80,178.47,fundamental
2035-06-23 04:00:00,4,16.07,88.08,166.61,fundamental
2035-06-23 05:00:00,5,16.78,81.58,144.31,fundamental
2035-06-23 06:00:00,6,14.61,58.96,103.80,fundamental
2035-06-23 07:00:00,7,0.00,28.03,53.47,fundamental
2035-06-23 08:00:00,8,-1.00,2.23,8.35,fundamental
2035-06-23 09:00:00,9,-1.03,0.00,1.88,fundamental
2035-06-23 10:00:00,10,-2.08,-0.01,1.26,fundamental
2035-06-23 11:00:00,11,-2.23,-0.01,0.32,fundamental
2035-06-23 12:00:00,12,-2.10,-0.01,0.01,fundamental
2035-06-23 13:00:00,13,-2.01,0.00,0.89,fundamental
2035-06-23 14:00:00,14,-2.10,0.00,0.88,fundamental
2035-06-23 15:00:00,15,-2.00,0.00,0.95,fundamental
2035-06-23 16:00:00,16,-1.03,0.00,1.66,fundamental
2035-06-23 17:00:00,17,-1.51,0.55,4.72,fundamental
2035-06-23 18:00:00,18,-0.02,18.52,39.88,fundamental
2035-06-23 19:00:00,19,6.65,52.87,117.73,fundamental
2035-06-23 20:00:00,20,15.43,83.16,190.81,fundamental
2035-06-23 21:00:00,21,24.39,106.82,212.19,fundamental
2035-06-23 22:00:00,22,17.98,111.45,209.22,fundamental
2035-06-23 23:00:00,23,17.83,104.08,181.16,fundamental
2035-06-24 00:00:00,0,11.35,92.70,164.70,fundamental
2035-06-24 01:00:00,1,10.92,82.91,143.95,fundamental
2035-06-24 02:00:00,2,10.82,71.08,141.47,fundamental
2035-06-24 03:00:00,3,11.53,70.40,131.85,fundamental
2035-06-24 04:00:00,4,11.20,70.16,128.26,fundamental
2035-06-24 05:00:00,5,9.05,69.14,119.03,fundamental
2035-06-24 06:00:00,6,6.65,54.88,89.95,fundamental
2035-06-24 07:00:00,7,0.00,24.38,45.76,fundamental
2035-06-24 08:00:00,8,-1.00,1.76,7.93,fundamental
2035-06-24 09:00:00,9,-1.00,0.00,1.80,fundamental
2035-06-24 10:00:00,10,-1.50,-0.01,1.01,fundamental
2035-06-24 11:00:00,11,-1.50,0.00,0.98,fundamental
2035-06-24 12:00:00,12,-2.10,0.00,0.70,fundamental
2035-06-24 13:00:00,13,-1.78,0.00,0.89,fundamental
2035-06-24 14:00:00,14,-1.58,0.00,0.98,fundamental
2035-06-24 15:00:00,15,-1.24,0.00,0.49,fundamental
2035-06-24 16:00:00,16,-2.11,0.00,1.47,fundamental
2035-06-24 17:00:00,17,-0.83,0.16,4.44,fundamental
2035-06-24 18:00:00,18,-0.01,15.28,44.55,fundamental
2035-06-24 19:00:00,19,8.66,55.67,108.48,fundamental
2035-06-24 20:00:00,20,15.18,91.48,167.75,fundamental
2035-06-24 21:00:00,21,15.81,116.01,201.32,fundamental
2035-06-24 22:00:00,22,26.63,116.22,195.58,fundamental
2035-06-24 23:00:00,23,23.98,110.76,177.89,fundamental
2035-06-25 00:00:00,0,25.37,112.87,184.18,fundamental
2035-06-25 01:00:00,1,21.06,106.20,172.22,fundamental
2035-06-25 02:00:00,2,22.35,99.79,165.38,fundamental
2035-06-25 03:00:00,3,32.29,103.00,169.68,fundamental
2035-06-25 04:00:00,4,29.26,105.40,173.20,fundamental
2035-06-25 05:00:00,5,31.47,101.81,171.05,fundamental
2035-06-25 06:00:00,6,29.31,93.18,146.30,fundamental
2035-06-25 07:00:00,7,16.14,61.56,103.51,fundamental
2035-06-25 08:00:00,8,0.00,25.89,53.94,fundamental
2035-06-25 09:00:00,9,-0.77,0.66,6.03,fundamental
2035-06-25 10:00:00,10,-2.01,0.00,1.58,fundamental
2035-06-25 11:00:00,11,-2.55,0.00,1.24,fundamental
2035-06-25 12:00:00,12,-1.94,0.00,1.02,fundamental
2035-06-25 13:00:00,13,-2.10,0.00,0.68,fundamental
2035-06-25 14:00:00,14,-2.08,0.00,1.02,fundamental
2035-06-25 15:00:00,15,-2.10,0.00,1.31,fundamental
2035-06-25 16:00:00,16,-1.00,0.00,2.21,fundamental
2035-06-25 17:00:00,17,-1.54,3.86,17.71,fundamental
2035-06-25 18:00:00,18,4.32,44.38,88.32,fundamental
2035-06-25 19:00:00,19,11.90,87.93,154.59,fundamental
2035-06-25 20:00:00,20,19.15,118.63,212.62,fundamental
2035-06-25 21:00:00,21,21.39,131.64,240.70,fundamental
2035-06-25 22:00:00,22,15.15,129.39,223.79,fundamental
2035-06-25 23:00:00,23,31.32,123.74,205.36,fundamental
2035-06-26 00:00:00,0,37.33,116.49,192.10,fundamental
2035-06-26 01:00:00,1,37.02,112.19,190.26,fundamental
2035-06-26 02:00:00,2,39.87,108.11,194.26,fundamental
2035-06-26 03:00:00,3,36.57,110.08,172.03,fundamental
2035-06-26 04:00:00,4,33.32,110.74,171.57,fundamental
2035-06-26 05:00:00,5,26.72,111.99,175.78,fundamental
2035-06-26 06:00:00,6,23.93,101.20,173.90,fundamental
2035-06-26 07:00:00,7,12.04,67.67,113.15,fundamental
2035-06-26 08:00:00,8,0.00,28.40,58.31,fundamental
2035-06-26 09:00:00,9,-1.31,1.37,6.77,fundamental
2035-06-26 10:00:00,10,-1.19,0.00,1.86,fundamental
2035-06-26 11:00:00,11,-1.04,0.00,1.14,fundamental
2035-06-26 12:00:00,12,-2.01,0.00,0.88,fundamental
2035-06-26 13:00:00,13,-2.08,-0.01,0.97,fundamental
2035-06-26 14:00:00,14,-1.81,0.00,1.01,fundamental
2035-06-26 15:00:00,15,-1.56,0.00,1.39,fundamental
2035-06-26 16:00:00,16,-2.04,0.00,2.13,fundamental
2035-06-26 17:00:00,17,-0.46,9.75,27.87,fundamental
2035-06-26 18:00:00,18,6.04,51.71,101.65,fundamental
2035-06-26 19:00:00,19,17.82,101.76,197.75,fundamental
2035-06-26 20:00:00,20,33.24,126.81,256.10,fundamental
2035-06-26 21:00:00,21,42.91,141.59,257.69,fundamental
2035-06-26 22:00:00,22,38.14,136.91,234.17,fundamental
2035-06-26 23:00:00,23,38.27,129.45,230.21,fundamental
2035-06-27 00:00:00,0,37.30,121.25,230.81,fundamental
2035-06-27 01:00:00,1,28.76,110.68,224.96,fundamental
2035-06-27 02:00:00,2,25.53,103.68,208.24,fundamental
2035-06-27 03:00:00,3,23.36,101.62,179.63,fundamental
2035-06-27 04:00:00,4,30.98,103.68,165.42,fundamental
2035-06-27 05:00:00,5,34.90,103.50,175.47,fundamental
2035-06-27 06:00:00,6,24.24,94.23,163.14,fundamental
2035-06-27 07:00:00,7,6.66,61.69,105.77,fundamental
2035-06-27 08:00:00,8,-0.01,23.05,45.84,fundamental
2035-06-27 09:00:00,9,-1.35,0.33,5.11,fundamental
2035-06-27 10:00:00,10,-1.01,0.00,1.76,fundamental
2035-06-27 11:00:00,11,-1.74,0.00,1.02,fundamental
2035-06-27 12:00:00,12,-1.99,-0.01,0.19,fundamental
2035-06-27 13:00:00,13,-1.57,0.00,0.95,fundamental
2035-06-27 14:00:00,14,-2.08,-0.01,0.13,fundamental
2035-06-27 15:00:00,15,-2.10,0.00,1.28,fundamental
2035-06-27 16:00:00,16,-0.98,0.00,2.23,fundamental
2035-06-27 17:00:00,17,-0.62,5.63,19.32,fundamental
2035-06-27 18:00:00,18,4.70,44.62,83.08,fundamental
2035-06-27 19:00:00,19,17.34,89.61,155.20,fundamental
2035-06-27 20:00:00,20,17.88,119.76,220.89,fundamental
2035-06-27 21:00:00,21,19.39,133.03,260.35,fundamental
2035-06-27 22:00:00,22,21.34,129.04,230.02,fundamental
2035-06-27 23:00:00,23,20.89,123.42,199.59,fundamental
2035-06-28 00:00:00,0,21.53,110.52,200.88,fundamental
2035-06-28 01:00:00,1,20.10,102.69,181.95,fundamental
2035-06-28 02:00:00,2,14.96,92.05,180.32,fundamental
2035-06-28 03:00:00,3,12.72,93.48,176.54,fundamental
2035-06-28 04:00:00,4,13.80,96.69,176.16,fundamental
2035-06-28 05:00:00,5,20.45,98.32,171.82,fundamental
2035-06-28 06:00:00,6,22.53,88.54,153.00,fundamental
2035-06-28 07:00:00,7,7.87,58.91,102.76,fundamental
2035-06-28 08:00:00,8,0.00,23.22,54.93,fundamental
2035-06-28 09:00:00,9,-0.18,1.53,8.64,fundamental
2035-06-28 10:00:00,10,-2.08,0.00,1.89,fundamental
2035-06-28 11:00:00,11,-2.00,0.00,1.16,fundamental
2035-06-28 12:00:00,12,-2.10,0.00,1.20,fundamental
2035-06-28 13:00:00,13,-2.00,0.00,0.77,fundamental
2035-06-28 14:00:00,14,-1.00,0.00,1.24,fundamental
2035-06-28 15:00:00,15,-1.87,0.00,1.50,fundamental
2035-06-28 16:00:00,16,-1.54,0.00,2.09,fundamental
2035-06-28 17:00:00,17,-1.00,1.64,16.35,fundamental
2035-06-28 18:00:00,18,0.00,35.18,70.88,fundamental
2035-06-28 19:00:00,19,11.46,76.18,142.32,fundamental
2035-06-28 20:00:00,20,19.61,113.31,200.04,fundamental
2035-06-28 21:00:00,21,24.10,127.39,225.71,fundamental
2035-06-28 22:00:00,22,21.42,123.69,214.16,fundamental
2035-06-28 23:00:00,23,20.15,114.76,193.16,fundamental
2035-06-29 00:00:00,0,21.56,112.15,191.65,fundamental
2035-06-29 01:00:00,1,24.90,103.55,190.79,fundamental
2035-06-29 02:00:00,2,18.70,97.23,174.97,fundamental
2035-06-29 03:00:00,3,17.87,94.42,190.25,fundamental
2035-06-29 04:00:00,4,23.94,96.14,198.40,fundamental
2035-06-29 05:00:00,5,23.86,95.43,178.38,fundamental
2035-06-29 06:00:00,6,16.67,91.43,156.16,fundamental
2035-06-29 07:00:00,7,7.60,61.18,105.10,fundamental
2035-06-29 08:00:00,8,0.00,25.06,44.72,fundamental
2035-06-29 09:00:00,9,-0.82,0.34,4.79,fundamental
2035-06-29 10:00:00,10,-1.00,0.00,1.72,fundamental
2035-06-29 11:00:00,11,-1.29,0.00,1.07,fundamental
2035-06-29 12:00:00,12,-2.01,0.00,0.54,fundamental
2035-06-29 13:00:00,13,-2.23,0.00,0.82,fundamental
2035-06-29 14:00:00,14,-1.21,0.00,0.99,fundamental
2035-06-29 15:00:00,15,-1.51,0.00,1.05,fundamental
2035-06-29 16:00:00,16,-1.21,0.00,2.11,fundamental
2035-06-29 17:00:00,17,-0.17,4.28,20.51,fundamental
2035-06-29 18:00:00,18,4.29,35.95,71.52,fundamental
2035-06-29 19:00:00,19,16.65,78.91,139.74,fundamental
2035-06-29 20:00:00,20,32.39,113.32,175.95,fundamental
2035-06-29 21:00:00,21,37.50,128.26,201.77,fundamental
2035-06-29 22:00:00,22,42.21,124.65,207.56,fundamental
2035-06-29 23:00:00,23,33.75,119.22,216.47,fundamental
2035-06-30 00:00:00,0,27.13,104.11,188.07,fundamental
2035-06-30 01:00:00,1,21.64,93.84,169.36,fundamental
2035-06-30 02:00:00,2,18.57,91.03,161.33,fundamental
2035-06-30 03:00:00,3,18.13,89.06,166.62,fundamental
2035-06-30 04:00:00,4,17.74,85.91,158.31,fundamental
2035-06-30 05:00:00,5,14.07,81.19,150.24,fundamental
2035-06-30 06:00:00,6,8.06,61.19,122.84,fundamental
2035-06-30 07:00:00,7,0.00,31.45,63.61,fundamental
2035-06-30 08:00:00,8,-0.50,0.37,10.73,fundamental
2035-06-30 09:00:00,9,-1.00,0.00,2.23,fundamental
2035-06-30 10:00:00,10,-1.00,0.00,1.20,fundamental
2035-06-30 11:00:00,11,-1.54,-0.01,0.83,fundamental
2035-06-30 12:00:00,12,-1.98,0.00,0.82,fundamental
2035-06-30 13:00:00,13,-2.34,0.00,0.61,fundamental
2035-06-30 14:00:00,14,-2.01,0.00,0.91,fundamental
2035-06-30 15:00:00,15,-1.87,0.00,0.99,fundamental
2035-06-30 16:00:00,16,-1.94,0.00,1.70,fundamental
2035-06-30 17:00:00,17,-1.81,0.00,6.16,fundamental
2035-06-30 18:00:00,18,-0.01,21.46,50.48,fundamental
2035-06-30 19:00:00,19,7.76,55.95,104.16,fundamental
2035-06-30 20:00:00,20,24.12,89.14,155.06,fundamental
2035-06-30 21:00:00,21,25.22,109.13,177.96,fundamental
2035-06-30 22:00:00,22,25.75,107.71,169.79,fundamental
2035-06-30 23:00:00,23,18.08,104.06,173.11,fundamental
2035-07-01 00:00:00,0,16.47,116.35,189.53,fundamental
2035-07-01 01:00:00,1,19.29,110.04,181.41,fundamental
2035-07-01 02:00:00,2,13.84,103.03,183.74,fundamental
2035-07-01 03:00:00,3,22.88,98.85,182.69,fundamental
2035-07-01 04:00:00,4,22.56,91.60,190.22,fundamental
2035-07-01 05:00:00,5,18.97,88.52,160.26,fundamental
2035-07-01 06:00:00,6,10.67,67.93,141.02,fundamental
2035-07-01 07:00:00,7,2.84,34.41,76.82,fundamental
2035-07-01 08:00:00,8,-0.54,3.00,20.97,fundamental
2035-07-01 09:00:00,9,-1.01,0.00,2.89,fundamental
2035-07-01 10:00:00,10,-1.35,0.00,1.29,fundamental
2035-07-01 11:00:00,11,-2.00,0.00,0.94,fundamental
2035-07-01 12:00:00,12,-1.94,-0.01,0.80,fundamental
2035-07-01 13:00:00,13,-1.94,0.00,0.44,fundamental
2035-07-01 14:00:00,14,-2.10,-0.01,0.55,fundamental
2035-07-01 15:00:00,15,-1.84,-0.01,0.54,fundamental
2035-07-01 16:00:00,16,-1.29,0.00,1.69,fundamental
2035-07-01 17:00:00,17,-3.00,0.00,6.84,fundamental
2035-07-01 18:00:00,18,-0.01,15.29,52.64,fundamental
2035-07-01 19:00:00,19,8.10,55.25,109.87,fundamental
2035-07-01 20:00:00,20,33.16,93.92,165.08,fundamental
2035-07-01 21:00:00,21,32.09,118.69,190.96,fundamental
2035-07-01 22:00:00,22,35.48,122.86,202.12,fundamental
2035-07-01 23:00:00,23,33.82,116.16,214.81,fundamental
2035-07-02 00:00:00,0,30.37,120.72,240.98,fundamental
2035-07-02 01:00:00,1,21.36,112.95,215.69,fundamental
2035-07-02 02:00:00,2,23.04,107.66,194.63,fundamental
2035-07-02 03:00:00,3,22.16,108.65,189.41,fundamental
2035-07-02 04:00:00,4,23.22,107.15,225.77,fundamental
2035-07-02 05:00:00,5,15.23,106.59,228.76,fundamental
2035-07-02 06:00:00,6,15.27,101.11,219.01,fundamental
2035-07-02 07:00:00,7,8.91,71.20,133.84,fundamental
2035-07-02 08:00:00,8,0.00,33.05,67.01,fundamental
2035-07-02 09:00:00,9,-0.82,0.95,10.89,fundamental
2035-07-02 10:00:00,10,-1.50,0.00,1.84,fundamental
2035-07-02 11:00:00,11,-2.00,0.00,1.30,fundamental
2035-07-02 12:00:00,12,-2.10,-0.01,1.05,fundamental
2035-07-02 13:00:00,13,-1.51,-0.00,0.89,fundamental
2035-07-02 14:00:00,14,-2.20,0.00,1.17,fundamental
2035-07-02 15:00:00,15,-1.87,0.00,1.58,fundamental
2035-07-02 16:00:00,16,-1.06,0.18,3.36,fundamental
2035-07-02 17:00:00,17,-0.37,20.24,37.70,fundamental
2035-07-02 18:00:00,18,3.40,57.76,103.85,fundamental
2035-07-02 19:00:00,19,16.48,106.47,183.07,fundamental
2035-07-02 20:00:00,20,27.63,128.64,214.17,fundamental
2035-07-02 21:00:00,21,26.64,139.03,236.35,fundamental
2035-07-02 22:00:00,22,21.42,133.63,246.45,fundamental
2035-07-02 23:00:00,23,14.78,129.50,237.28,fundamental
2035-07-03 00:00:00,0,14.60,121.95,240.09,fundamental
2035-07-03 01:00:00,1,19.53,113.68,207.25,fundamental
2035-07-03 02:00:00,2,18.71,102.61,204.07,fundamental
2035-07-03 03:00:00,3,17.33,100.75,194.82,fundamental
2035-07-03 04:00:00,4,18.67,97.24,198.33,fundamental
2035-07-03 05:00:00,5,13.71,96.73,192.12,fundamental
2035-07-03 06:00:00,6,15.67,91.91,204.95,fundamental
2035-07-03 07:00:00,7,13.19,66.97,152.10,fundamental
2035-07-03 08:00:00,8,0.00,33.17,71.53,fundamental
2035-07-03 09:00:00,9,-0.68,1.69,21.91,fundamental
2035-07-03 10:00:00,10,-0.89,0.00,2.52,fundamental
2035-07-03 11:00:00,11,-1.55,0.00,1.52,fundamental
2035-07-03 12:00:00,12,-2.22,0.00,1.21,fundamental
2035-07-03 13:00:00,13,-1.98,-0.01,1.16,fundamental
2035-07-03 14:00:00,14,-1.56,0.00,1.15,fundamental
2035-07-03 15:00:00,15,-2.10,0.00,1.49,fundamental
2035-07-03 16:00:00,16,-1.55,0.00,3.81,fundamental
2035-07-03 17:00:00,17,-0.62,10.60,31.41,fundamental
2035-07-03 18:00:00,18,5.53,51.42,90.57,fundamental
2035-07-03 19:00:00,19,13.12,101.09,179.01,fundamental
2035-07-03 20:00:00,20,19.29,124.85,227.43,fundamental
2035-07-03 21:00:00,21,42.21,140.80,239.08,fundamental
2035-07-03 22:00:00,22,38.81,137.57,246.28,fundamental
2035-07-03 23:00:00,23,42.41,129.86,243.32,fundamental
2035-07-04 00:00:00,0,30.39,128.26,249.08,fundamental
2035-07-04 01:00:00,1,34.49,116.47,225.84,fundamental
2035-07-04 02:00:00,2,26.10,109.06,199.96,fundamental
2035-07-04 03:00:00,3,26.26,109.90,192.35,fundamental
2035-07-04 04:00:00,4,29.89,109.81,178.33,fundamental
2035-07-04 05:00:00,5,32.14,110.90,174.84,fundamental
2035-07-04 06:00:00,6,25.57,104.50,196.89,fundamental
2035-07-04 07:00:00,7,21.43,70.64,123.92,fundamental
2035-07-04 08:00:00,8,0.00,33.02,59.76,fundamental
2035-07-04 09:00:00,9,-0.95,2.41,14.48,fundamental
2035-07-04 10:00:00,10,-1.73,0.00,2.16,fundamental
2035-07-04 11:00:00,11,-2.08,0.00,1.31,fundamental
2035-07-04 12:00:00,12,-3.00,-0.00,0.89,fundamental
2035-07-04 13:00:00,13,-2.51,-0.01,1.08,fundamental
2035-07-04 14:00:00,14,-2.08,0.00,1.23,fundamental
2035-07-04 15:00:00,15,-2.01,0.00,1.59,fundamental
2035-07-04 16:00:00,16,-0.54,0.20,3.23,fundamental
2035-07-04 17:00:00,17,-0.13,9.09,28.20,fundamental
2035-07-04 18:00:00,18,6.24,49.88,80.42,fundamental
2035-07-04 19:00:00,19,19.36,97.11,160.08,fundamental
2035-07-04 20:00:00,20,24.24,122.34,202.36,fundamental
2035-07-04 21:00:00,21,35.01,131.82,228.07,fundamental
2035-07-04 22:00:00,22,43.22,132.73,239.06,fundamental
2035-07-04 23:00:00,23,31.48,125.41,221.41,fundamental
2035-07-05 00:00:00,0,31.32,120.96,220.11,fundamental
2035-07-05 01:00:00,1,32.57,109.95,202.84,fundamental
2035-07-05 02:00:00,2,22.09,105.59,188.35,fundamental
2035-07-05 03:00:00,3,23.79,108.16,211.04,fundamental
2035-07-05 04:00:00,4,25.59,106.83,184.62,fundamental
2035-07-05 05:00:00,5,37.23,108.62,189.87,fundamental
2035-07-05 06:00:00,6,34.06,105.55,206.48,fundamental
2035-07-05 07:00:00,7,22.38,71.35,144.71,fundamental
2035-07-05 08:00:00,8,0.00,28.97,66.33,fundamental
2035-07-05 09:00:00,9,-0.43,1.83,12.74,fundamental
2035-07-05 10:00:00,10,-0.81,0.00,1.98,fundamental
2035-07-05 11:00:00,11,-1.54,0.00,1.39,fundamental
2035-07-05 12:00:00,12,-2.08,0.00,1.06,fundamental
2035-07-05 13:00:00,13,-2.10,0.00,0.92,fundamental
2035-07-05 14:00:00,14,-2.02,0.00,1.03,fundamental
2035-07-05 15:00:00,15,-1.50,0.00,1.64,fundamental
2035-07-05 16:00:00,16,-1.56,0.00,4.60,fundamental
2035-07-05 17:00:00,17,-0.05,8.67,37.23,fundamental
2035-07-05 18:00:00,18,4.86,49.92,87.03,fundamental
2035-07-05 19:00:00,19,18.88,97.56,176.73,fundamental
2035-07-05 20:00:00,20,27.15,124.93,204.54,fundamental
2035-07-05 21:00:00,21,37.51,135.92,225.38,fundamental
2035-07-05 22:00:00,22,31.62,130.35,222.47,fundamental
2035-07-05 23:00:00,23,35.96,127.12,231.27,fundamental
2035-07-06 00:00:00,0,37.30,120.85,230.02,fundamental
2035-07-06 01:00:00,1,37.52,108.50,204.62,fundamental
2035-07-06 02:00:00,2,23.03,99.24,168.49,fundamental
2035-07-06 03:00:00,3,23.93,95.76,190.34,fundamental
2035-07-06 04:00:00,4,25.25,95.77,173.35,fundamental
2035-07-06 05:00:00,5,36.70,100.20,203.21,fundamental
2035-07-06 06:00:00,6,30.67,98.32,206.36,fundamental
2035-07-06 07:00:00,7,19.37,68.65,112.51,fundamental
2035-07-06 08:00:00,8,3.93,35.15,69.10,fundamental
2035-07-06 09:00:00,9,-0.60,3.36,12.72,fundamental
2035-07-06 10:00:00,10,-0.69,0.00,2.42,fundamental
2035-07-06 11:00:00,11,-2.10,0.00,1.47,fundamental
2035-07-06 12:00:00,12,-2.49,0.00,1.13,fundamental
2035-07-06 13:00:00,13,-1.87,0.00,1.03,fundamental
2035-07-06 14:00:00,14,-2.01,0.00,1.42,fundamental
2035-07-06 15:00:00,15,-1.49,0.00,1.67,fundamental
2035-07-06 16:00:00,16,-0.83,0.87,6.26,fundamental
2035-07-06 17:00:00,17,-0.01,19.37,51.15,fundamental
2035-07-06 18:00:00,18,7.35,58.50,114.78,fundamental
2035-07-06 19:00:00,19,23.43,104.72,183.19,fundamental
2035-07-06 20:00:00,20,26.89,124.32,225.22,fundamental
2035-07-06 21:00:00,21,35.95,135.42,226.36,fundamental
2035-07-06 22:00:00,22,45.06,132.15,226.47,fundamental
2035-07-06 23:00:00,23,52.09,126.22,232.77,fundamental
2035-07-07 00:00:00,0,40.27,113.63,206.55,fundamental
2035-07-07 01:00:00,1,35.52,103.52,185.48,fundamental
2035-07-07 02:00:00,2,23.09,93.32,165.74,fundamental
2035-07-07 03:00:00,3,24.69,90.45,165.87,fundamental
2035-07-07 04:00:00,4,31.68,86.83,155.79,fundamental
2035-07-07 05:00:00,5,31.19,86.77,157.34,fundamental
2035-07-07 06:00:00,6,15.74,69.51,123.23,fundamental
2035-07-07 07:00:00,7,2.73,36.99,61.03,fundamental
2035-07-07 08:00:00,8,-0.97,3.15,12.46,fundamental
2035-07-07 09:00:00,9,-1.00,0.00,1.96,fundamental
2035-07-07 10:00:00,10,-1.77,0.00,1.11,fundamental
2035-07-07 11:00:00,11,-2.10,0.00,0.89,fundamental
2035-07-07 12:00:00,12,-2.46,0.00,0.80,fundamental
2035-07-07 13:00:00,13,-2.10,-0.01,0.71,fundamental
2035-07-07 14:00:00,14,-1.58,0.00,0.75,fundamental
2035-07-07 15:00:00,15,-2.08,0.00,0.95,fundamental
2035-07-07 16:00:00,16,-1.00,0.00,1.41,fundamental
2035-07-07 17:00:00,17,-1.21,0.00,4.34,fundamental
2035-07-07 18:00:00,18,-0.35,18.46,48.83,fundamental
2035-07-07 19:00:00,19,12.15,57.56,102.81,fundamental
2035-07-07 20:00:00,20,28.54,93.05,162.34,fundamental
2035-07-07 21:00:00,21,37.59,112.02,197.60,fundamental
2035-07-07 22:00:00,22,41.05,116.86,199.77,fundamental
2035-07-07 23:00:00,23,37.00,111.47,189.67,fundamental
2035-07-08 00:00:00,0,37.73,108.52,197.62,fundamental
2035-07-08 01:00:00,1,25.47,101.04,192.81,fundamental
2035-07-08 02:00:00,2,19.98,97.14,178.70,fundamental
2035-07-08 03:00:00,3,34.09,98.72,169.10,fundamental
2035-07-08 04:00:00,4,22.82,95.57,159.88,fundamental
2035-07-08 05:00:00,5,21.01,90.96,154.00,fundamental
2035-07-08 06:00:00,6,16.96,72.15,127.42,fundamental
2035-07-08 07:00:00,7,0.00,38.67,64.35,fundamental
2035-07-08 08:00:00,8,-0.85,3.81,12.81,fundamental
2035-07-08 09:00:00,9,-1.00,0.00,2.10,fundamental
2035-07-08 10:00:00,10,-1.77,0.00,1.33,fundamental
2035-07-08 11:00:00,11,-2.01,0.00,0.67,fundamental
2035-07-08 12:00:00,12,-1.50,-0.01,0.76,fundamental
2035-07-08 13:00:00,13,-2.87,0.00,0.55,fundamental
2035-07-08 14:00:00,14,-2.01,0.00,0.80,fundamental
2035-07-08 15:00:00,15,-2.10,-0.01,0.76,fundamental
2035-07-08 16:00:00,16,-1.54,0.00,1.66,fundamental
2035-07-08 17:00:00,17,-0.80,0.12,5.78,fundamental
2035-07-08 18:00:00,18,0.00,27.58,49.66,fundamental
2035-07-08 19:00:00,19,13.01,65.02,116.12,fundamental
2035-07-08 20:00:00,20,27.97,102.11,181.30,fundamental
2035-07-08 21:00:00,21,30.59,119.77,205.35,fundamental
2035-07-08 22:00:00,22,26.82,126.05,220.49,fundamental
2035-07-08 23:00:00,23,17.20,121.75,226.61,fundamental
2035-07-09 00:00:00,0,25.57,118.55,239.76,fundamental
2035-07-09 01:00:00,1,35.90,109.29,200.30,fundamental
2035-07-09 02:00:00,2,34.93,104.44,184.11,fundamental
2035-07-09 03:00:00,3,34.30,102.80,182.95,fundamental
2035-07-09 04:00:00,4,38.14,102.99,177.20,fundamental
2035-07-09 05:00:00,5,17.06,103.98,171.80,fundamental
2035-07-09 06:00:00,6,20.53,99.98,170.66,fundamental
2035-07-09 07:00:00,7,17.60,68.86,119.07,fundamental
