fecha,hydro_mw,pump_mw,nuclear_mw,ccgt_mw,fuel_mw,coal_mw
2021-12-31,14076.74583333333,3027.97916666667,6105.9,22122.38333333334,7.9,1258.9
2022-01-01,14016.54166666667,3057.5,6105.9,22245.8,7.9,1258.9
2022-01-02,14189.2375,3048.69166666667,6105.9,22245.8,7.9,1258.9
2022-01-03,14217.1625,3039.625,6105.9,22451.89375,7.9,1258.9
2022-01-04,14246.36666666667,3057.5,6105.9,22371.04583333333,7.9,1258.9
2022-01-05,14250.15,2987.60833333333,6105.9,22105.05,7.9,1258.9
2022-01-06,14229.41666666667,2906.5125,6105.9,22263.05,7.9,1258.9
2022-01-07,14265.7,2988.6,6091.74166666667,22245.8,7.9,1258.9
2022-01-08,14265.7,2988.6,6906.5125,22032.8,7.9,1258.9
2022-01-09,14134.32916666667,2929.23333333333,7117.2,20808.96666666667,7.9,1258.9
2022-01-10,13990.35416666667,2742.94166666667,7117.2,20269.0,7.9,1258.9
2022-01-11,13819.5625,2569.26666666667,7117.2,21254.1,7.9,908.0
2022-01-12,13839.84166666667,2699.39583333333,7117.2,21365.325,7.9,912.6999999999999
2022-01-13,13922.85416666667,2758.45416666667,7117.2,21447.375,7.9,1239.3249999999998
2022-01-14,14037.5,3110.0,7117.2,20764.325,7.9,1258.9
2022-01-15,14023.83333333334,3066.25,7070.71666666667,21239.15,7.9,1258.9
2022-01-16,13728.17916666667,3034.53333333333,7117.2,20985.02916666667,7.9,1258.9
2022-01-17,13506.00833333333,3033.6875,7117.2,20206.49166666667,7.9,1258.9
2022-01-18,13522.22083333333,3037.40416666667,7117.2,19917.5875,7.9,1258.9
2022-01-19,13603.12916666667,3057.5,7117.2,20258.4,7.9,1258.9
2022-01-20,13576.80833333333,3057.5,7117.2,20810.14166666667,7.9,1258.9
2022-01-21,13695.9,3057.5,7117.2,21154.5875,7.9,1258.9
2022-01-22,13695.9,3057.5,7117.2,21455.6,7.9,1258.9
2022-01-23,13647.15833333333,3057.5,7117.2,20491.31666666667,7.9,1778.675
2022-01-24,13628.85,2882.05833333333,7117.2,20153.7,7.9,1478.0
2022-01-25,13662.32083333333,2847.30833333333,7117.2,20007.45,7.9,1478.0
2022-01-26,13733.28333333333,2891.2,7117.2,20072.45,7.9,1165.14285714286
2022-01-27,13782.7875,2877.275,7117.2,20153.7,7.9,903.0671052631601
2022-01-28,13850.2,3110.0,7108.58333333333,20153.7,7.9,921.8
2022-01-29,13850.2,3110.0,7117.2,19944.5,7.9,921.8
2022-01-30,13643.5625,3087.125,7117.2,19844.8375,7.9,950.275
2022-01-31,13549.525,3042.775,7117.2,20597.2,7.9,921.8
2022-02-01,13582.95416666667,3006.375,7117.2,20688.97,7.9,1094.9
2022-02-02,13449.42083333333,3002.0,7117.2,20976.90833333333,7.9,1181.45
2022-02-03,13431.75833333333,2983.25,7117.2,21012.7,7.9,1306.3333333333298
2022-02-04,13886.9875,3002.0,7117.2,20355.5125,7.9,1324.95
2022-02-05,13824.075,2992.87916666667,7117.2,20420.3625,7.9,1003.775
2022-02-06,13635.77083333334,3015.625,7117.2,20187.58333333333,7.9,592.0
2022-02-07,13678.07083333333,3007.9,7117.2,20328.17083333333,7.9,606.25
2022-02-08,13674.4,2983.6,7117.2,20276.56666666667,7.9,1039.0833333333298
2022-02-09,13770.94166666667,2807.275,7117.2,20006.525,7.9,1293.0
2022-02-10,13921.9875,3056.5,7117.2,20854.1,7.9,1293.0
2022-02-11,13977.8,3056.5,7117.2,20499.225,7.9,1277.16666666667
2022-02-12,13931.5,3016.89166666667,7117.2,20826.58333333333,7.9,908.0
2022-02-13,13838.9,2880.59166666667,7117.2,21019.09166666667,7.9,908.0
2022-02-14,13762.925,2791.80416666667,7117.2,21129.95416666667,7.9,908.0
2022-02-15,13622.99166666667,2914.8,7117.2,21461.73333333333,7.9,908.0
2022-02-16,13677.0375,2926.675,7117.2,21343.33333333333,7.9,908.0
2022-02-17,13816.7375,3009.30833333333,7117.2,20797.39166666667,7.9,908.0
2022-02-18,13898.2,3041.1,7117.2,21256.8,7.9,1086.33333333333
2022-02-19,13898.2,3022.875,7117.2,21450.9125,7.9,1235.5
2022-02-20,13805.98333333333,2929.79583333333,7117.2,21699.43333333334,7.9,908.0
2022-02-21,13742.66666666667,2751.46666666667,7117.2,21963.7,7.9,908.0
2022-02-22,13674.75,2727.0,7117.2,21963.7,7.9,908.0
2022-02-23,13701.30416666667,2707.54166666667,7117.2,21963.7,7.9,908.0
2022-02-24,13899.27083333334,2897.1,7117.2,21518.91666666667,7.9,908.0
