fecha,hydro_mw,pump_mw,nuclear_mw,ccgt_mw,fuel_mw,coal_mw
2020-12-31,13509.98333333333,2785.3,7117.2,22637.425,7.9,3772.1000000000004
2021-01-01,13512.0,2785.3,7117.2,22908.5,7.9,3772.1000000000004
2021-01-02,13493.39583333334,2721.25,7117.2,22908.5,7.9,3772.1000000000004
2021-01-03,13420.49583333333,2785.3,7117.2,21765.61666666667,7.9,3772.1000000000004
2021-01-04,13512.0,2746.16028708134,7117.2,21462.35833333333,7.9,3430.4
2021-01-05,13382.05,2785.3,7117.2,22524.2,7.9,3325.07916666667
2021-01-06,13228.225,2776.4875,7117.2,22208.45,7.9,2562.99166666667
2021-01-07,13251.5,2661.925,7117.2,22488.7,7.9,2284.84583333333
2021-01-08,13285.3,2785.3,6689.4125,22119.5,7.9,2019.53695652174
2021-01-09,13241.65416666667,2744.125,7096.82916666667,22103.975,7.9,1869.9
2021-01-10,13139.87083333333,2736.95,7117.2,21831.675,7.9,1939.5875
2021-01-11,13060.82916666667,2688.6,7117.2,21246.62083333334,7.9,1832.50416666667
2021-01-12,13089.43333333333,2688.6,7117.2,21492.93333333334,7.9,1820.9
2021-01-13,13086.975,2688.6,7117.2,21894.60416666667,7.9,1820.9
2021-01-14,13006.5125,2679.47916666667,7117.2,21673.3,7.9,1820.9
2021-01-15,13067.7,2688.6,7117.2,21668.125,7.9,2171.9
2021-01-16,13067.7,2688.6,7117.2,21667.85,7.9,2171.9
2021-01-17,13053.44166666667,2539.34583333333,7117.2,21128.22916666667,7.9,1967.15
2021-01-18,12984.0125,2376.50833333333,7117.2,20748.30833333334,7.9,1820.9
2021-01-19,13033.975,2521.1625,7117.2,20913.7,7.9,1820.9
2021-01-20,13013.55,2633.7,7117.2,21015.53333333333,7.9,2076.42083333333
2021-01-21,13078.3875,2578.8,7117.2,22173.61666666667,7.9,2378.4
2021-01-22,13302.775,2578.8,7117.2,22365.5,7.9,2181.7083333333303
2021-01-23,13259.1125,2578.8,7117.2,22552.1,7.9,2158.3
2021-01-24,13090.8,2456.775,7117.2,22552.1,7.9,2720.1000000000004
2021-01-25,13037.64583333334,2456.775,7117.2,22123.15,7.9,2720.1000000000004
2021-01-26,12937.39166666667,2324.625,7117.2,22057.45,7.9,2720.1000000000004
2021-01-27,13208.25833333333,2320.325,7117.2,20948.79166666667,7.9,2720.1000000000004
2021-01-28,13353.93333333333,2394.8,7117.2,21024.41666666667,7.9,2822.4750000000004
2021-01-29,13352.5,2578.8,7117.2,21475.175,7.9,3071.1000000000004
2021-01-30,13352.5,2578.8,7117.2,21364.4,7.9,3071.1000000000004
2021-01-31,13291.30416666667,2547.22083333333,7117.2,20947.5,7.9,3014.13333333333
2021-02-01,13236.5,2464.025,7117.2,20947.5,7.9,3071.1000000000004
2021-02-02,13166.34166666667,2438.65,7117.2,20914.73333333333,7.9,3071.1000000000004
2021-02-03,13341.41666666667,2576.88333333333,7117.2,21033.3125,7.9,3071.1000000000004
2021-02-04,13532.99166666667,2619.7,7117.2,21359.4,7.9,3071.1000000000004
2021-02-05,13576.8,2619.7,7117.2,21359.4,7.9,3071.1000000000004
2021-02-06,13562.00833333333,2688.6,7117.2,21319.99583333334,7.9,3071.1000000000004
2021-02-07,13504.05,2642.66666666667,7117.2,21359.4,7.9,3071.1000000000004
2021-02-08,13556.05833333333,2574.2,7117.2,20568.61666666667,7.9,3071.1000000000004
2021-02-09,13433.16666666667,2539.43333333333,7117.2,20955.0,7.9,3071.1000000000004
2021-02-10,13443.43333333333,2587.65833333333,7117.2,20972.40833333333,7.9,3071.1000000000004
2021-02-11,13566.35833333333,2688.6,7117.2,21623.69583333334,7.9,3010.04166666667
2021-02-12,13705.25,2688.6,7117.2,21371.00416666667,7.9,2509.3
2021-02-13,13734.8,2688.6,7117.2,20985.2875,7.9,2509.3
2021-02-14,13674.84166666667,2642.66666666667,7117.2,20951.1,7.9,2735.925
2021-02-15,13641.1,2574.1375,7117.2,20558.1,7.9,2509.3
2021-02-16,13641.1,2461.93333333333,6113.8,20558.1,7.9,2943.3
2021-02-17,13650.07083333333,2498.0,6113.8,20541.69166666667,7.9,2729.4
2021-02-18,13638.52083333334,2639.79583333333,6113.8,20819.79583333333,7.9,2729.4
2021-02-19,13707.0,2681.05833333333,6040.69583333333,20860.0,7.9,2729.4
2021-02-20,13707.0,2688.6,6113.8,20929.7,7.9,2729.4
2021-02-21,13679.5,2688.6,6113.8,20694.59166666667,7.9,2729.4
2021-02-22,13628.925,2629.13333333333,6113.8,20904.9,7.9,2729.4
2021-02-23,13555.05416666667,2595.67083333333,6113.8,20904.9,7.9,2729.4
2021-02-24,13596.3375,2585.9625,6113.8,20736.90833333333,7.9,2729.4
2021-02-25,13802.90833333333,2593.25892857143,6113.8,20666.525,7.9,2729.4
2021-02-26,13840.21666666667,2688.6,7117.2,20473.31666666667,7.9,2729.4
2021-02-27,13857.8,2688.6,7117.2,21381.16666666667,7.9,2729.4
2021-02-28,13512.08333333334,2688.6,7117.2,21289.275,7.9,2729.4
2021-03-01,13419.45,2688.6,7117.2,21257.83333333333,7.9,2729.4
2021-03-02,13385.67083333333,2688.6,7117.2,21182.65416666667,7.9,2729.4
2021-03-03,13414.14166666667,2661.075,7117.2,21252.01666666667,7.9,2729.4
2021-03-04,13501.24166666667,2688.6,7117.2,21323.6,7.9,2729.4
2021-03-05,13610.1,2688.6,7117.2,20911.7,7.9,2729.4
2021-03-06,13572.175,2688.6,7117.2,20911.7,7.9,2729.4
2021-03-07,13538.20833333334,2619.975,7117.2,19513.08333333333,7.9,2729.4
2021-03-08,13259.16666666667,2551.4375,7117.2,19440.24166666667,7.9,2729.4
2021-03-09,13343.12083333333,2578.8,7117.2,18849.3375,7.9,2729.4
2021-03-10,13425.2875,2578.8,7117.2,18650.2125,7.9,2729.4
2021-03-11,13494.56666666667,2503.55833333333,7117.2,19589.66666666667,7.9,2729.4
2021-03-12,13536.56666666667,2578.8,6949.56666666667,20354.66666666667,7.9,2729.4
2021-03-13,13504.3,2578.8,5892.0875,20911.7,7.9,2729.4
2021-03-14,13173.4375,2578.8,6111.4,20617.56666666667,7.9,2729.4
2021-03-15,12967.64583333334,2524.025,6111.4,20589.875,7.9,2729.4
2021-03-16,12710.39166666667,2578.8,6111.4,20899.4,7.9,2729.4
2021-03-17,13052.25416666667,2578.8,6111.4,20899.4,7.9,2729.4
2021-03-18,13231.7125,2578.8,6111.4,20945.275,7.9,2729.4
2021-03-19,13287.8,2578.8,6111.4,21239.725,7.9,2729.4
2021-03-20,13287.8,2578.8,6111.4,21243.26666666667,7.9,2729.4
