fecha,hydro_mw,pump_mw,nuclear_mw,ccgt_mw,fuel_mw,coal_mw
2023-12-31,13680.6625,3053.7,7117.2,21286.7,7.9,1478.0
2024-01-01,13667.07916666667,3083.53333333333,7117.2,20078.75833333334,7.9,1478.0
2024-01-02,13686.5625,3143.2,7113.55,19641.7,7.9,1478.0
2024-01-03,13740.89166666667,3082.91428571429,7117.2,19324.6,7.9,1478.0
2024-01-04,13630.0375,3143.2,7117.2,18780.25833333334,7.9,1478.0
2024-01-05,13665.5,3143.2,7117.2,18431.7,7.9,1478.0
2024-01-06,13614.35,3143.2,7117.2,18329.55833333334,7.9,1478.0
2024-01-07,13565.84166666667,3143.2,7117.2,18862.2,7.9,1446.75
2024-01-08,13757.1625,3115.75,7117.2,19113.04166666667,7.9,1290.5
2024-01-09,13764.3,3121.00833333333,7117.2,19475.09166666667,7.9,1478.0
2024-01-10,13716.45,3143.2,7117.2,19325.49166666667,7.9,1478.0
2024-01-11,13707.6625,3143.2,7117.2,19171.175,7.9,1478.0
2024-01-12,13785.1,3143.2,7117.2,19258.325,7.9,1478.0
2024-01-13,13741.16666666667,3143.2,7117.2,18899.1,7.9,1478.0
2024-01-14,13338.41666666667,3097.59583333333,6053.3,18508.2,7.9,1478.0
2024-01-15,13309.1,3092.0125,7117.2,18365.41666666667,7.9,1478.0
2024-01-16,13356.80833333333,3041.26666666667,6638.10416666667,18620.57916666667,7.9,1478.0
2024-01-17,13414.50416666667,3045.6625,6212.32916666667,19091.86666666667,7.9,1478.0
2024-01-18,13539.6,3048.7,7117.2,19748.43333333334,7.9,1478.0
2024-01-19,13729.1,3057.61666666667,7117.2,19993.38333333334,7.9,1478.0
2024-01-20,13729.1,3102.2,7117.2,20105.2,7.9,1478.0
2024-01-21,13618.4125,2996.42916666667,7117.2,19699.47916666667,7.9,1478.0
2024-01-22,13570.225,2928.53333333333,7117.2,19660.74166666667,7.9,1478.0
2024-01-23,13585.09166666667,2821.79583333333,7117.2,19679.91666666667,7.9,1478.0
2024-01-24,13561.58333333334,2855.925,7117.2,19991.0625,7.9,1478.0
2024-01-25,13655.68333333333,2865.71666666667,7117.2,20187.475,7.9,1478.0
2024-01-26,13694.2,2963.5,6955.56666666667,20492.3,7.9,1478.0
2024-01-27,13694.2,2963.5,7117.2,20492.3,7.9,1478.0
2024-01-28,13540.01666666667,2920.975,7117.2,20162.925,7.9,1478.0
2024-01-29,13477.4,2853.00833333333,7117.2,19680.0,7.9,1417.44166666667
