mes,hydro_mw,hydro_mw__estado,pump_mw,pump_mw__estado,nuclear_mw,nuclear_mw__estado,coal_mw,coal_mw__estado,diesel_mw,diesel_mw__estado,gas_turbine_mw,gas_turbine_mw__estado,fuel_mw,fuel_mw__estado,ccgt_mw,ccgt_mw__estado,hydro_wind_mw,hydro_wind_mw__estado,wind_mw,wind_mw__estado,solar_pv_mw,solar_pv_mw__estado,solar_thermal_mw,solar_thermal_mw__estado,other_renewable_mw,other_renewable_mw__estado,cogeneration_mw,cogeneration_mw__estado,waste_nonrenewable_mw,waste_nonrenewable_mw__estado,waste_renewable_mw,waste_renewable_mw__estado,autoconsume_solar_pv_mw,autoconsume_solar_pv_mw__estado,solar_pv_hybrid_mw,solar_pv_hybrid_mw__estado,wind_hybrid_mw,wind_hybrid_mw__estado,battery_hybrid_mw,battery_hybrid_mw__estado,autoconsume_battery_mw,autoconsume_battery_mw__estado,total_mw,total_mw__estado,total_nonrenewable_mw,total_nonrenewable_mw__estado,total_renewable_mw,total_renewable_mw__estado,total_autoconsume_mw,total_autoconsume_mw__estado,total_hybrid_mw,total_hybrid_mw__estado
2025-02-01,17092.875,OK,3331.4,OK,7117.29,OK,1819.975,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,31574.412,OK,39715.401,OK,2303.083,OK,1099.137,OK,5469.876,OK,387.29,OK,131.631,OK,6913.227,OK,299.701,OK,249.49,OK,13.53,OK,5.0,OK,131280.76499999998,OK,39364.22599999999,OK,91916.53899999998,OK,9282.916,OK,578.806,OK
2025-03-01,17089.461,OK,3331.4,OK,7117.29,OK,1819.975,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,31804.862,OK,40821.679,OK,2303.254,OK,1094.437,OK,5417.793,OK,387.29,OK,131.631,OK,7091.164,OK,302.066,OK,249.49,OK,13.53,OK,5.0,OK,132557.467,OK,39312.143,OK,93245.32399999998,OK,9458.165,OK,584.996,OK
2025-04-01,17089.488,OK,3331.4,OK,7117.29,OK,1819.975,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,31869.342,OK,41387.877,OK,2303.273,OK,1094.597,OK,5412.341,OK,387.29,OK,131.631,OK,7305.564,OK,302.066,OK,249.49,OK,13.53,OK,5.0,OK,133182.899,OK,39306.69099999999,OK,93876.208,OK,9346.631,OK,584.996,OK
2025-05-01,17089.588,OK,3331.4,OK,7117.29,OK,1819.975,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,31913.382,OK,42350.41,OK,2303.32,OK,1095.947,OK,5412.377,OK,387.29,OK,131.631,OK,7469.266,OK,338.831,OK,298.99,OK,13.53,OK,5.0,OK,134191.005,OK,39306.72699999999,OK,94884.278,OK,9516.776,OK,671.261,OK
2025-06-01,17089.738,OK,3331.4,OK,7117.29,OK,1819.975,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32099.782,OK,43473.375,OK,2303.329,OK,1145.847,OK,5412.411,OK,387.29,OK,131.631,OK,7649.551,OK,338.831,OK,298.99,OK,13.53,OK,5.0,OK,135550.463,OK,39306.76099999999,OK,96243.702,OK,9692.872,OK,671.261,OK
2025-07-01,17076.029,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32260.642,OK,44987.192,OK,2301.938,OK,1132.654,OK,5230.651,OK,378.352,OK,131.631,OK,7734.823,OK,343.781,OK,298.99,OK,13.53,OK,5.0,OK,137006.149,OK,39116.063,OK,97890.08600000002,OK,9771.765,OK,680.821,OK
2025-08-01,17076.029,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32478.542,OK,45580.202,OK,2301.938,OK,1132.654,OK,5225.667,OK,378.352,OK,131.631,OK,7895.34,OK,343.781,OK,298.99,OK,13.53,OK,5.0,OK,137812.075,OK,39111.079,OK,98700.996,OK,9932.298,OK,680.821,OK
2025-09-01,17076.029,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32435.422,OK,46325.537,OK,2301.943,OK,1133.254,OK,5225.184,OK,378.352,OK,131.631,OK,8103.048,OK,370.168,OK,298.99,OK,15.708,OK,5.0,OK,138514.41199999998,OK,39110.59600000001,OK,99403.816,OK,10139.023,OK,712.536,OK
2025-10-01,17076.029,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32437.499,OK,47428.491,OK,2301.953,OK,1130.904,OK,5213.784,OK,378.352,OK,131.631,OK,8200.666,OK,372.618,OK,298.99,OK,15.708,OK,5.0,OK,139605.70300000004,OK,39099.196,OK,100506.50700000003,OK,10239.982,OK,714.986,OK
2025-11-01,17076.039,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32472.669,OK,48410.657,OK,2301.967,OK,1130.904,OK,5207.094,OK,378.352,OK,131.631,OK,8278.241,OK,404.318,OK,376.19,OK,15.708,OK,5.0,OK,140616.373,OK,39092.506,OK,101523.86700000001,OK,10309.51,OK,823.886,OK
2025-12-01,17076.039,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32597.639,OK,49222.221,OK,2302.009,OK,1130.904,OK,5201.898,OK,378.352,OK,131.631,OK,8472.223,OK,404.318,OK,376.19,OK,15.708,OK,5.0,OK,141547.75300000003,OK,39087.31,OK,102460.443,OK,10498.338,OK,823.886,OK
2026-01-01,17076.039,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32630.929,OK,50304.78,OK,2302.025,OK,1126.904,OK,5201.933,OK,378.352,OK,131.631,OK,8560.487,OK,438.818,OK,448.43,OK,15.708,OK,5.0,OK,142659.653,OK,39087.345,OK,103572.30799999998,OK,10670.723,OK,930.626,OK
2026-02-01,17075.04,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32702.609,OK,51169.167,OK,2302.039,OK,1126.104,OK,5205.389,OK,378.352,OK,131.631,OK,8629.286,OK,579.917,OK,467.93,OK,102.048,OK,5.0,OK,143597.39100000003,OK,39090.801,OK,104506.59000000003,OK,10763.286,OK,1177.565,OK
2026-03-01,17075.04,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32867.409,OK,52176.352,OK,2302.045,OK,1126.104,OK,5205.395,OK,378.352,OK,131.631,OK,8713.361,OK,624.627,OK,635.13,OK,102.048,OK,5.0,OK,144769.388,OK,39090.807,OK,105678.58100000002,OK,10814.498,OK,1397.755,OK
2026-04-01,17075.04,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32867.409,OK,52475.6,OK,2302.057,OK,1126.104,OK,5204.396,OK,378.352,OK,131.631,OK,8784.665,OK,651.227,OK,635.13,OK,113.048,OK,5.0,OK,145067.649,OK,39089.80800000001,OK,105977.84099999999,OK,10885.974,OK,1435.355,OK
2026-05-01,17075.07,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32828.529,OK,53286.02,OK,2302.061,OK,1126.104,OK,5205.222,OK,378.352,OK,131.631,OK,8840.148,OK,787.769,OK,635.13,OK,199.388,OK,5.0,OK,145840.04899999997,OK,39090.63400000001,OK,106749.415,OK,10942.317,OK,1682.987,OK
2026-06-01,17073.86,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32828.529,OK,53473.28,OK,2302.073,OK,1126.104,OK,5205.229,OK,378.352,OK,131.631,OK,8960.711,OK,787.769,OK,635.13,OK,199.388,OK,5.0,OK,146026.118,OK,39090.641,OK,106935.477,OK,11054.519,OK,1682.987,OK
2026-07-01,17073.548,OK,3331.4,OK,7117.29,OK,1258.09,OK,,SIN_PENINSULA,,SIN_PENINSULA,7.95,OK,24561.845,OK,,SIN_PENINSULA,32828.529,OK,53722.348,OK,2302.087,OK,1126.124,OK,5197.779,OK,383.798,OK,131.631,OK,9033.891,OK,787.769,OK,635.13,OK,199.388,OK,5.0,OK,146272.904,OK,39088.637,OK,107184.267,OK,11122.368,OK,1682.987,OK
