fecha,hydro_mw,pump_mw,nuclear_mw,ccgt_mw,fuel_mw,gas_turbine_mw,coal_mw
2024-12-31,13673.76666666667,2594.1,7117.2,19990.6,7.9,,1478.0
2025-01-01,13619.3,2594.1,7117.2,19448.375,7.9,,1478.0
2025-01-02,13707.74583333333,2554.37083333333,7117.2,18947.125,7.9,,1478.0
2025-01-03,13736.9,2498.1,7117.2,19558.6,7.9,,1478.0
2025-01-04,13697.72916666667,2498.1,7117.2,19558.6,7.9,,1478.0
2025-01-05,13658.55833333333,2486.89583333333,7117.2,19523.01666666667,7.9,,1478.0
2025-01-06,13643.45,2498.1,7117.2,19148.0,7.9,,1478.0
2025-01-07,13601.625,2498.1,7117.2,18824.7,7.9,,1478.0
2025-01-08,13665.65,2441.85,6153.30833333333,19301.975,7.9,,1478.0
2025-01-09,13693.48333333333,2439.2875,7117.2,19140.4,7.9,,1478.0
2025-01-10,13737.2,2498.1,7117.2,18810.35416666667,7.9,,1478.0
2025-01-11,13737.2,2498.1,7117.2,19394.76666666667,7.9,,1478.0
2025-01-12,13614.69166666667,2498.1,7117.2,19114.99166666667,7.9,,1478.0
2025-01-13,13613.72916666667,2454.35,7117.2,19133.825,7.9,,1478.0
2025-01-14,13489.5125,2448.025,7117.2,18980.425,7.9,,1478.0
2025-01-15,13359.66666666667,2535.42083333333,7117.2,19062.82916666667,7.9,,1362.6
2025-01-16,13440.925,2567.0,7117.2,19412.13333333334,7.9,,1131.8
2025-01-17,13632.85,2567.0,7117.2,18416.11666666667,7.9,,1304.9
2025-01-18,13527.625,2567.0,7117.2,19122.04166666667,7.9,,1478.0
2025-01-19,13244.5,2557.825,7117.2,19082.15833333333,7.9,,1478.0
2025-01-20,13117.475,2480.05,7117.2,19084.45,7.9,,1478.0
2025-01-21,13155.50833333333,2482.4625,7117.2,18770.0,7.9,,1478.0
2025-01-22,13111.3375,2599.025,7117.2,18930.45,7.9,,1478.0
2025-01-23,13248.24583333333,2677.79166666667,7117.2,17937.3125,7.9,,1478.0
2025-01-24,13293.32083333333,2765.24166666667,7117.2,17713.7375,7.9,,1478.0
2025-01-25,13126.6,2635.3,6990.64583333333,17138.75833333334,7.9,,1478.0
2025-01-26,13162.46666666667,2582.0,7117.2,16455.34166666667,7.9,,1478.0
2025-01-27,13202.975,2402.90833333333,7117.2,16167.91666666667,7.9,,1478.0
2025-01-28,13251.15,2305.56666666667,7117.2,16537.51666666667,7.9,,1478.0
2025-01-29,13526.66666666667,2230.5125,7117.2,16768.57916666667,7.9,,1478.0
2025-01-30,13747.32083333333,2264.9,7117.2,17377.525,7.9,,1478.0
2025-01-31,13775.4,2264.9,7117.2,18146.975,7.9,,1478.0
2025-02-01,13648.25416666667,2247.31666666667,7117.2,18390.6,7.9,,1478.0
2025-02-02,13431.25416666667,2169.03333333333,7117.2,18271.475,7.9,,1471.25833333333
2025-02-03,13355.38333333333,2224.30833333333,7117.2,18522.05833333334,7.9,,1478.0
2025-02-04,13300.15,2331.45,7117.2,18540.79583333333,7.9,,1478.0
2025-02-05,13257.8875,2431.25,7117.2,17884.50416666667,7.9,,1478.0
2025-02-06,13070.7375,2471.57916666667,7117.2,17396.01666666667,7.9,,1146.225
2025-02-07,13340.5,2513.0,7112.2,17321.37083333334,7.9,,1131.8
2025-02-08,13352.3125,2513.0,7117.2,17854.85416666667,7.9,,1131.8
2025-02-09,13289.09166666667,2308.525,7117.2,18363.87916666667,7.9,,1131.8
2025-02-10,13222.9625,2264.91666666667,7117.2,18246.34583333333,7.9,,1131.8
2025-02-11,13187.67916666667,2422.5,6538.70833333333,17990.34583333333,7.9,,1131.8
2025-02-12,13206.85416666667,2335.0,6251.9625,17924.8625,7.9,,1131.8
2025-02-13,13334.07083333333,2408.8625,6819.19583333333,17432.4,7.9,,1131.8
2025-02-14,13446.075,2416.3,7117.2,17335.1,7.9,,1131.8
2025-02-15,13471.375,2416.3,7117.2,16943.8,7.9,,1131.8
2025-02-16,13274.13333333333,2416.3,7117.2,16960.01666666667,7.9,,1131.8
2025-02-17,13095.45416666667,2416.3,7095.44166666667,17008.025,7.9,,1131.8
2025-02-18,13135.975,2416.3,7093.8875,16835.25416666667,7.9,,1131.8
2025-02-19,13118.5875,2411.75833333333,7117.2,17096.49583333334,7.9,,1131.8
2025-02-20,13202.68333333333,2401.325,7117.2,16925.30833333334,7.9,,1131.8
2025-02-21,13389.9,2401.325,7117.2,17477.72916666667,7.9,,1218.35
2025-02-22,13315.6,2416.3,7117.2,17791.98333333333,7.9,,1478.0
2025-02-23,13097.90416666667,2367.36666666667,7117.2,18197.64583333333,7.9,,1478.0
2025-02-24,12980.52083333334,2342.9,7117.2,18262.18333333334,7.9,,1478.0
2025-02-25,13004.14166666667,2316.475,7117.2,18398.9875,7.9,,1478.0
2025-02-26,13262.63333333333,2342.9,7117.2,18367.525,7.9,,1534.95
2025-02-27,13301.90416666667,2406.6875,7117.2,17371.16666666667,7.9,,1283.24166666667
2025-02-28,13273.1125,2513.0,7117.2,17042.6375,7.9,,1166.2
2025-03-01,13277.26666666667,2513.0,7117.2,17317.4,7.9,,1166.2
2025-03-02,13123.2375,2505.24166666667,7117.2,17014.57083333334,7.9,,1093.2833333333301
2025-03-03,13082.5375,2503.65,7117.2,16728.8125,7.9,,916.2
2025-03-04,13088.0,2433.35,7117.2,16414.81666666667,7.9,,973.15
2025-03-05,13067.22083333333,2439.6,7117.2,17089.875,7.9,,1141.2
2025-03-06,13047.10833333333,2439.6,6809.85416666667,17346.6,7.9,,1141.2
2025-03-07,13109.975,2395.55833333333,6813.60416666667,17295.125,7.9,,1122.86666666667
2025-03-08,13119.54166666667,2439.6,7117.2,17196.2625,7.9,,1108.7
2025-03-09,12944.01666666667,2428.39583333333,7117.2,16678.54166666667,7.9,,1116.2
2025-03-10,12881.19583333333,2427.1,7117.2,16721.21666666667,7.9,,1116.2
2025-03-11,12930.20416666667,2403.3375,7117.2,17508.41666666667,7.9,,1118.7
2025-03-12,13112.2625,2293.39166666667,7117.2,18016.6875,7.9,,1116.2
2025-03-13,13345.09583333333,2048.50833333333,7117.2,17852.65,7.9,,1124.95
2025-03-14,13428.9,1920.0,7117.2,18319.32916666667,7.9,,1131.2
2025-03-15,13465.9,1907.5,7117.2,18339.34583333333,7.9,,1131.2
2025-03-16,13454.67083333333,1794.98333333333,7117.2,19382.0875,7.9,,1131.2
2025-03-17,13462.69583333333,1692.9,7117.2,19162.5125,7.9,,880.96666666667
2025-03-18,13441.47916666667,1719.20833333333,6416.8875,18841.675,7.9,,1141.75833333333
2025-03-19,13581.77083333334,1732.69166666667,6713.8,19124.675,7.9,,1131.2
2025-03-20,13570.06666666667,1645.9,6713.8,18770.3875,7.9,,1131.2
2025-03-21,13606.8,1564.65,6713.8,18294.6875,7.9,,1131.2
2025-03-22,13547.25,1645.9,6713.8,18171.875,7.9,,1131.2
2025-03-23,13400.3,1645.9,7117.2,18058.325,7.9,,1107.35
2025-03-24,13416.44166666667,1618.225,7117.2,17835.6625,7.9,,1131.2
2025-03-25,13463.3625,1719.3,7117.2,17807.55,7.9,,1131.2
2025-03-26,13599.64166666667,1746.55,7117.2,18429.1875,7.9,,1131.2
2025-03-27,13729.93333333333,1773.8,7117.2,17889.57083333334,7.9,,1131.2
2025-03-28,13778.78333333333,1773.8,7117.2,17466.15,7.9,,1131.2
2025-03-29,13773.18695652174,1773.8,7117.2,17849.61739130435,7.9,,1131.2
2025-03-30,13559.4,1818.90416666667,7117.2,16968.97083333333,7.9,,1131.2
2025-03-31,13510.74166666667,2081.9,7117.2,17031.92916666667,7.9,,1131.2
2025-04-01,13492.75,2161.2125,7117.2,15974.45833333334,7.9,,1131.2
2025-04-02,13437.10833333333,2219.17083333333,7117.2,16924.34583333333,7.9,,1131.2
2025-04-03,13590.6875,2049.59166666667,7117.2,17898.2125,7.9,,1131.2
2025-04-04,13586.675,2076.5125,7117.2,18205.3,7.9,,1131.2
2025-04-05,13606.2,2108.6375,7117.2,17399.44166666667,7.9,,1131.2
2025-04-06,13542.62916666667,1966.8625,7117.2,17348.9125,7.9,,1104.01666666667
2025-04-07,13463.69583333333,1849.3125,7117.2,17549.2375,7.9,,1131.2
2025-04-08,13460.22916666667,1815.94166666667,7117.2,17406.34583333333,7.9,,1131.2
2025-04-09,13445.84166666667,1983.3,7117.2,17519.35833333333,7.9,,1131.2
2025-04-10,13385.04166666667,2047.62083333333,7117.2,17981.9125,7.9,,1131.2
2025-04-11,13665.8875,2224.5,6876.6,18663.34166666667,7.9,,943.075
2025-04-12,13625.0125,2090.45833333333,6796.4,18988.4,7.9,,916.2
2025-04-13,13499.75,2078.3,6796.4,18970.425,7.9,,916.2
2025-04-14,13524.1875,2145.50833333333,6052.08333333333,19256.525,7.9,,916.2
2025-04-15,13651.225,2336.13333333333,5772.5,19180.22083333333,7.9,,916.2
2025-04-16,13860.8,2353.0,5990.5625,18719.3875,7.9,,916.2
2025-04-17,13860.8,2220.375,6121.4,19244.9875,7.9,,916.2
2025-04-18,13860.8,2165.5,6121.4,19390.9,7.9,,916.2
2025-04-19,13850.825,2165.5,6121.4,19005.42916666667,7.9,,916.2
2025-04-20,13820.3,2113.66666666667,6233.9,18918.8375,7.9,,916.2
2025-04-21,13663.525,2031.6375,6857.0,18490.94166666667,7.9,,916.2
2025-04-22,13732.47083333333,2153.9,6105.9,17891.17083333333,7.9,,916.2
2025-04-23,13594.0,2142.64166666667,6105.9,18065.26666666667,7.9,,916.2
2025-04-24,13607.59166666667,2176.86666666667,6105.9,18051.57083333334,7.9,,916.2
2025-04-25,13607.1125,2153.9,5891.55,17062.38333333334,7.9,,916.2
2025-04-26,13630.85833333333,2153.9,5820.1,16574.39166666667,7.9,,916.2
2025-04-27,13204.15833333333,2153.9,5820.1,16324.27916666667,7.9,,916.2
2025-04-28,13632.825,2176.55,5434.65833333333,15578.94166666667,7.9,,916.2
2025-04-29,13637.65,2151.125,3852.68333333333,17754.48333333333,7.9,,916.2
2025-04-30,13757.30833333333,2105.2,5114.2,17972.33333333333,7.9,,916.2
2025-05-01,13756.525,2187.7625,5114.2,18279.225,7.9,,916.2
2025-05-02,13726.88333333333,2308.7,5114.2,18357.14166666667,7.9,,916.2
2025-05-03,13664.22916666667,2308.7,6125.5,18586.33333333333,7.9,,916.2
2025-05-04,13379.89166666667,2144.95833333333,5114.2,18955.40833333333,7.9,,916.2
2025-05-05,13379.12916666667,1979.25,5755.7375,18517.31666666667,7.9,,916.2
2025-05-06,13424.85833333333,1998.16666666667,6105.175,18180.94583333334,7.9,,916.2
2025-05-07,13434.8125,2073.0,5881.6,18112.075,7.9,,916.2
2025-05-08,13532.2125,2073.0,5881.6,18197.15,7.9,,916.2
2025-05-09,13578.4,2073.0,5881.6,17831.04166666667,7.9,,916.2
2025-05-10,13603.5,2041.75,5943.23333333333,17950.8,7.9,,916.2
2025-05-11,13307.56666666667,1961.76666666667,6125.5,16999.42916666667,7.9,,973.15
2025-05-12,13133.37083333333,2075.60833333333,6125.5,16178.16666666667,7.9,,857.125
2025-05-13,13098.52916666667,2153.95833333333,6125.5,17033.075,7.9,,785.0
2025-05-14,13090.12916666667,2174.6,6125.5,16500.50416666667,7.9,,813.85
2025-05-15,13217.2375,2175.63333333333,6125.5,16420.1375,7.9,,900.4
2025-05-16,13232.8,2228.30833333333,6125.5,17101.76666666667,7.9,,828.275
2025-05-17,13180.71666666667,2227.95,5734.7,16766.225,7.9,,1131.2
2025-05-18,12845.26666666667,2264.4,5734.7,16871.38333333334,7.9,,1131.2
2025-05-19,12386.0875,2309.9,5734.7,16783.0,7.9,,1131.2
2025-05-20,12414.0,2309.9,5734.7,17197.24166666667,7.9,,1131.2
2025-05-21,12749.1125,2291.6,5734.7,17306.84166666667,7.9,,1131.2
2025-05-22,12845.3875,2257.15,5734.7,17373.3,7.9,,1131.2
2025-05-23,12869.8,2309.9,5816.11666666667,18004.1,7.9,,1131.2
2025-05-24,12869.8,2309.9,6125.5,18004.1,7.9,,1131.2
2025-05-25,12704.62083333333,2167.2,6125.5,17922.15416666667,7.9,,1124.95
2025-05-26,12657.11666666667,1987.60416666667,6105.5,17615.0,7.9,,1131.2
2025-05-27,12602.76666666667,2167.42083333333,6062.44166666667,17655.7125,7.9,,1131.2
2025-05-28,12610.1,2234.425,6085.5,17968.30833333334,7.9,,1131.2
2025-05-29,12635.575,2134.2,6085.5,17375.6625,7.9,,1131.2
2025-05-30,12738.2,2159.2,6048.80833333333,17595.675,7.9,,1131.2
2025-05-31,12738.2,2159.2,5590.45416666667,17944.8,7.9,,1131.2
2025-06-01,12493.14166666667,2159.2,4980.08333333333,18492.56666666667,7.9,,1131.2
2025-06-02,12420.56666666667,2159.2,4718.025,19429.9875,7.9,,1131.2
2025-06-03,12458.30833333333,2077.0375,4707.625,19552.0125,7.9,,1131.2
2025-06-04,12454.10416666667,2131.7,4132.56666666667,19474.2375,7.9,,1131.2
2025-06-05,12566.62083333333,2205.74583333333,4666.1875,19654.36666666667,7.9,,1131.2
2025-06-06,12624.69583333333,2220.10416666667,5129.7,19317.875,7.9,,1131.2
2025-06-07,12619.1,2223.65,5129.7,18984.8375,7.9,,1131.2
2025-06-08,12355.6125,2252.4,5129.7,19101.175,7.9,,1131.2
2025-06-09,12181.36666666667,2278.70833333333,5129.7,18929.01666666667,7.9,,1131.2
2025-06-10,11995.99583333333,2311.9,5129.7,19240.9,7.9,,1131.2
2025-06-11,12036.84583333333,2311.9,5129.7,18775.15,7.9,,1131.2
