alpha,MAE_val
200.0,14.732545942487949
500.0,14.733505955720899
100.0,14.736926587104175
50.0,14.740318409570465
10.0,14.743591582623251
5.0,14.744031373078323
1.0,14.744383657351012
0.1,14.744462976732201
0.01,14.744470909790644
0.001,14.744471703107697
